Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
competent	1687	6.87	1.51	5.00	1.71	6.64	1.5
complete	1688	7.87	1.25	5.71	2.16	7.43	1.34
complex	1689	5.50	0.97	5.88	1.36	5.44	1.67
compulsive	1690	4.00	1.2	5.33	2.85	3.67	1.8
computer	552	6.12	1.92	4.52	2.06	5.08	2.06
concentrate	78	4.83	1.11	4.73	1.62	4.82	1.47
concerned	1691	4.31	1.08	5.50	1.9	4.88	1.67
concert	1692	7.43	1.65	7.31	2.21	5.46	2.47
concrete	1693	5.31	0.95	4.12	2.09	5.62	1.15
condom	1694	7.07	1.82	6.93	2.16	7.14	1.88
confident	79	7.73	1.28	6.53	2.5	7.20	2.4
confused	80	3.27	0.65	5.55	1.92	4.33	1.61
confusion	1695	4.47	2	5.13	2.26	3.60	1.99
conquer	1696	6.50	1.37	6.38	1.86	6.75	2.27
conquest	1697	6.40	1.84	7.07	1.62	6.27	2.58
consoled	81	5.71	1.65	4.94	2.02	4.81	1.83
constructive	1698	6.25	0.93	4.81	1.68	6.19	1.47
contempt	82	4.20	1.87	4.90	0.88	5.50	1.18
contents	83	4.73	1.03	4.07	2.28	4.87	1.19
context	84	5.20	1.47	4.35	1.87	4.90	0.91
continuation	1699	5.94	1.77	5.38	1.78	5.38	1.71
control	1700	6.79	1.42	5.79	2.04	7.43	2.14
controlling	85	4.53	2.26	5.60	2.13	6.07	2.84
convey	1701	5.53	1.3	4.20	2.27	5.60	1.76
cook	697	6.05	1.22	4.21	1.72	5.42	1.43
cookie	1702	7.20	1.57	4.93	2.49	6.20	1.9
cookout	1703	6.69	1.78	5.81	2.37	5.69	1.78
cool	1704	6.62	1.75	3.56	2.16	5.94	1.44
cope	1705	4.50	1.71	4.62	1.93	4.38	1.78
copper	1706	5.44	1.21	3.50	1.97	4.94	1.18
cord	698	4.95	1.31	3.84	1.95	5.00	1.46
core	1707	4.64	1.74	4.38	1.66	5.85	1.41
cork	699	5.16	1.34	3.89	1.94	4.89	0.94
corn	1708	5.57	1.83	4.85	2.27	5.77	2.05
corner	700	4.33	1.32	3.62	1.99	3.86	1.85
corpse	86	2.50	1.18	4.20	2.53	2.60	1.65
corridor	701	4.86	1.28	3.62	2.48	5.10	1.73
corrupt	702	4.15	2.54	5.05	2.35	4.90	2.22
costume	1709	7.07	1.33	6.38	1.85	6.31	1.65
cottage	87	5.87	0.99	4.20	2.6	4.93	1.58
couch	1710	6.30	1.75	4.15	2.52	5.60	1.76
counselor	1711	3.85	1.72	4.69	2.25	3.31	1.93
country	1712	5.50	2.22	4.81	2.23	6.50	1.75
couple	506	6.84	1.77	5.36	2.4	6.08	1.91
coupon	1713	6.50	1.75	5.50	2.31	5.81	2.07
court	1714	4.20	2.57	5.27	2.71	4.20	2.91
courtyard	1715	5.93	1.39	4.13	2.53	5.47	1.6
cousin	1716	5.36	2.59	4.92	2.06	5.08	2.18
cow	554	5.72	1.62	3.12	2.13	5.80	1.41
coward	703	2.75	1.77	3.90	2.1	2.75	1.52
cowboy	1717	6.43	2.21	5.85	2.34	6.00	2.08
coyote	1718	5.46	2.26	5.08	2.69	4.23	2.09
cozy	88	7.53	1.36	3.73	2.34	4.67	2.23
crab	1719	5.53	1.64	4.93	2.15	5.87	1.77
crackers	1720	5.56	1.31	4.69	1.78	5.56	1.41
craft	1721	6.27	1.79	3.73	2.15	5.00	1.89
cram	1722	3.87	2.36	6.43	2.74	5.07	3
cranky	1723	3.19	1.38	4.19	2.07	4.81	1.56
crash	89	2.60	1.51	7.00	2.26	4.00	2.11
crave	1724	4.81	1.68	6.25	1.44	3.88	1.54
crazy	1725	5.88	1.78	6.87	1.6	5.19	2.43
create	1726	6.43	2.14	5.92	1.8	6.00	2.38
creek	1727	5.87	1.64	4.00	1.93	5.67	1.23
crime	704	3.55	2.44	5.00	2.96	4.68	2.38
criminal	705	3.25	1.65	3.86	2.33	3.65	1.73
cripple	1728	3.19	1.52	4.94	2.49	3.94	1.57
crisis	706	4.17	2.43	4.89	2.79	4.72	1.96
critic	1729	3.71	1.49	5.21	2.26	2.79	1.48
criticism	1730	3.50	1.91	5.21	2.39	4.00	1.92
critique	1731	4.53	2.13	5.64	1.39	5.07	2.34
crocodile	1732	5.71	2.73	5.79	2.83	4.64	1.95
crossword	1733	5.75	1.65	3.81	1.72	5.50	1.41
crowd	1734	4.53	1.46	5.33	2.13	3.60	1.68
crown	90	6.20	1.4	3.40	2.59	5.10	2.13
crucify	91	2.53	1.68	5.80	2.98	3.80	2.11
crude	707	3.74	1.59	5.00	2.11	4.84	1.77
cruel	92	2.64	2.41	5.27	2.46	4.93	2.79
cruise	1735	7.12	1.41	5.12	3.12	5.69	1.96
cruiseship	1736	7.50	1.51	6.50	2.24	5.57	2.17
crumbs	1737	4.87	1.73	4.53	2.2	5.40	1.12
crunch	1738	6.07	1.27	5.36	2.37	5.43	1.34
crush	1739	5.67	2.06	6.47	2.1	5.33	1.95
crushed	93	2.83	2.29	5.73	2.69	4.73	3.1
crutch	708	3.94	1.63	4.50	1.76	3.67	1.78
cuddle	94	7.30	2.15	5.10	2.69	5.75	2.29
cuisine	709	6.89	1.64	4.83	1.95	5.50	1.34
cult	1740	3.00	1.88	5.64	2.87	3.57	1.95
culture	1741	5.00	2.45	4.23	2.49	5.00	2.8
cup	1742	5.21	0.8	3.50	2.1	6.21	1.97
cupboard	1743	4.88	1.31	3.94	2.24	4.75	1.57
cupcake	1744	6.94	1.81	5.88	1.93	6.25	1.48
cure	1745	7.67	1.5	5.53	2.42	6.47	2.2
curious	95	6.80	1.23	5.80	2.1	5.70	1.95
curtains	710	5.00	0.58	3.65	1.98	5.11	1.49
curve	1746	6.07	1.16	5.13	2.07	5.40	1.18
custom	96	5.53	1.41	4.67	2.23	4.87	2.03
cut	711	3.70	1.89	4.75	2.49	4.90	2.17
cute	97	7.24	0.97	6.38	2.16	4.88	2.53
cyclone	98	4.35	2.18	6.20	2.95	5.10	2.31
dagger	99	4.53	1.81	5.47	2.87	4.47	1.84
daisy	1747	7.00	1.41	3.71	2.55	5.86	2.48
damage	712	3.70	1.75	5.05	2.26	4.20	1.99
damn	1748	4.00	2.22	5.31	2.63	5.31	2.53
damp	1749	4.33	1.35	4.47	1.36	4.53	1.13
dance	1750	7.00	1.93	6.86	1.88	5.71	1.49
dancer	507	6.80	1.53	5.32	2.3	5.64	1.73
danger	713	4.56	2.33	7.17	1.65	4.56	2.33
dare	1751	5.79	2.46	6.23	2.62	5.92	2.81
dark	714	4.90	1.81	4.48	1.81	4.38	1.72
daughter	1752	5.87	1.46	5.53	1.41	6.07	2.05
dawn	715	6.10	2.49	4.35	2.78	4.95	2.72
day	1753	6.67	1.35	5.27	1.87	6.00	1.2
daylight	716	6.56	2.28	5.17	2.04	5.61	2.15
daze	1754	4.94	1.65	3.62	2.39	4.81	1.52
dazzle	717	7.33	1.06	6.38	2.01	5.19	2.16
dead	588	2.48	2.29	5.40	2.84	2.96	2.42
deadly	1755	3.27	2.12	6.47	2	3.87	2.1
death	100	1.69	1.14	4.41	2.87	4.62	2.25
debt	101	2.40	1.12	4.33	2.66	3.00	2.2
decapitate	1756	2.93	1.86	6.36	2.44	3.79	2.64
decay	1757	2.86	1.51	5.00	2.16	3.85	2.03
deceit	718	3.26	1.63	5.63	2.45	4.63	1.89
decency	1758	5.20	1.97	4.73	1.83	5.80	1.26
decompose	102	3.95	1.73	4.20	2.4	4.45	1.96
decorate	719	6.50	1.36	5.00	2.68	5.90	2.02
deed	1759	6.00	1.41	5.13	1.85	6.20	1.66
defeat	1760	2.81	2.29	5.31	2.65	3.88	2.33
defeated	103	2.42	1.5	4.35	2.7	3.00	2.1
defecate	1761	4.00	2.56	5.27	2.76	5.53	2.61
defend	1762	6.14	1.79	5.64	2.68	6.07	1.86
defer	1763	4.14	1.17	4.29	2.05	5.07	2.53
defiant	104	4.64	1.86	5.27	2.87	4.91	1.22
deformed	720	2.95	1.75	3.62	2.18	4.29	2.43
defy	1764	5.31	2.21	6.25	1.81	5.94	2.59
delayed	721	3.15	2.01	5.10	2.17	3.40	1.6
delight	1765	7.00	1.41	5.56	2.28	5.69	1.08
delight	105	7.92	1.31	5.73	2.49	5.09	2.02
delude	1766	4.56	0.81	3.62	1.78	5.00	0.73
demand	1767	4.21	1.72	5.38	2.1	5.85	2.64
democracy	1768	6.20	2.24	5.50	2.56	6.71	1.86
demon	106	3.20	1.61	5.93	3.01	5.07	2.52
den	1769	5.86	1.83	3.38	2.36	6.77	2.09
denial	1770	3.19	1.11	5.62	1.45	4.44	2.16
denote	1771	4.67	1.05	4.47	1.46	4.93	1.44
dent	1772	3.07	1.49	5.57	2.03	3.79	1.63
dentist	589	3.56	2.22	5.60	2.55	3.60	2.04
deny	1773	3.71	1.33	5.00	1.36	4.79	2.52
depart	1774	4.15	2.51	3.46	1.94	3.77	2.31
depressed	107	2.33	1.45	4.00	2.33	2.87	1.68
depression	108	2.60	2.21	4.55	3.05	2.90	2.07
derelict	722	4.45	1.93	4.10	1.68	4.95	1.73
descent	1775	5.21	1.63	4.62	2.1	5.25	2.05
desert	1776	4.00	2.1	4.00	2.07	4.75	1.88
deserter	109	3.53	2.13	4.80	2.31	4.80	2.31
desire	508	7.72	1.31	7.24	1.92	6.20	1.94
desk	1777	4.64	1.01	3.57	1.79	6.29	2.16
despairing	110	2.93	2.05	5.60	2.41	4.07	2.25
despise	111	2.08	1.19	5.86	2.35	5.38	2.4
destroy	112	4.00	2.75	6.30	2.91	6.10	2.42
destruction	723	4.78	2.46	6.17	2.53	5.11	2
detach	1778	3.33	1.35	4.00	1.89	3.80	1.97
detached	113	3.82	2.04	4.19	2.51	3.73	1.91
detail	724	5.73	1.49	4.36	2.36	5.45	1.6
detain	1779	3.00	1.26	5.12	2.39	4.06	2.02
detest	114	2.80	1.55	5.80	2.2	5.80	2.1
devil	115	2.59	2.12	5.06	2.73	5.82	2.6
devote	1780	5.93	1.82	5.62	2.18	5.77	2.13
devoted	116	7.10	1.45	5.70	1.77	4.90	2.64
devour	1781	5.43	2.79	5.92	1.85	4.69	2.36
dew	1782	5.47	1.41	4.00	1.66	5.27	1.94
diamond	117	7.92	1.38	5.00	2.97	5.36	2.76
diary	1783	5.60	1.06	3.53	2.17	6.20	2.27
dice	1784	5.79	1.53	5.54	2.37	4.00	2.16
die	1785	3.31	1.74	6.31	2.57	3.12	2.36
difficult	1786	3.79	1.58	5.57	1.7	4.14	1.66
dignified	118	6.82	1.01	3.41	1.97	6.06	2.49
dinner	509	7.48	1.19	5.52	2.4	6.48	1.78
diploma	119	7.64	1.12	5.64	2.25	6.42	2.47
dirt	725	4.41	1.92	3.41	2.34	4.95	2.36
dirty	590	3.88	2.44	5.21	2.75	4.83	2.5
disability	1787	2.60	1.35	4.00	2.35	2.50	1.51
disappoint	120	2.60	1.5	4.60	2.59	3.53	2.2
disappointed	1788	2.73	1.53	4.93	2.79	3.33	1.95
disappointment	1789	2.62	1.15	4.69	1.92	3.94	2.11
disaster	121	2.25	1.33	6.05	2.54	3.65	1.9
discomfort	726	2.41	1.5	3.73	2.29	3.68	2.57
discount	1790	7.19	1.47	5.50	2.03	5.50	2.13
discouraged	122	3.00	1	4.00	2.33	3.20	1.52
disdainful	123	3.93	1.71	4.67	1.76	4.87	1.81
disease	1791	2.07	1.21	5.46	2.54	3.08	2.1
disgusted	124	2.60	1.45	4.47	2.47	4.80	1.66
disgusting	1792	3.54	1.9	5.23	1.83	4.08	2.14
dishes	1793	3.87	1.88	4.27	2.25	4.93	2.37
disk	1794	5.44	1.09	3.75	1.95	5.62	1.59
disloyal	125	2.38	1.5	5.82	2.63	4.81	2.46
disorder	1795	2.86	1.46	5.46	2.37	2.77	1.64
displeased	126	2.76	2.17	4.81	2.4	4.75	1.98
distracted	1796	4.92	1.89	3.85	2.08	4.85	1.99
distress	1797	3.00	2.04	5.73	2.79	3.13	1.92
distressed	127	2.00	0.63	6.42	2.15	5.00	1.9
disturb	727	3.67	1.75	5.72	1.96	4.06	1.35
diver	510	6.60	1.63	4.96	2.49	5.20	1.91
divert	1798	5.14	1.29	4.50	2.1	5.07	2.27
divorce	128	2.40	1.85	5.30	2.98	3.75	2.47
doctor	129	4.67	2.29	5.53	2.64	5.07	2.63
dog	511	7.68	1.65	5.40	2.99	6.44	2.08
doll	728	5.05	1.65	3.37	2.11	4.16	2.19
dollar	729	7.24	2.05	6.43	2.27	6.86	2.2
donate	1799	6.43	1.83	4.36	1.82	6.36	1.86
donkey	1800	6.13	1.64	5.00	1.69	6.07	1.62
donor	1801	6.12	1.82	4.75	1.98	5.81	1.87
door	130	5.16	1.5	4.32	2.38	4.79	1.58
doubt	1802	4.38	2.03	4.06	2.17	4.38	1.86
doubtful	1803	3.40	1.18	4.13	1.06	4.00	2
dough	1804	5.94	1.88	4.81	1.83	5.31	1.85
dove	730	6.45	1.47	4.55	1.79	6.00	1.62
dragon	1805	6.43	1.45	6.00	2.32	4.57	1.99
drama	1806	4.50	2.68	5.79	1.89	5.50	2.41
dreadful	131	2.38	2	5.71	2.69	5.06	1.84
dream	132	6.47	1.65	4.42	2.5	4.84	1.74
dreams	1807	6.81	1.56	6.50	1.63	5.38	2.13
dreary	731	3.24	1.45	3.05	2.13	3.81	1.6
dress	133	5.87	0.99	4.67	1.72	4.60	1.64
drill	1808	4.87	1.64	5.13	1.51	5.53	1.88
driver	1809	6.19	1.52	5.00	2.22	6.50	1.86
droop	1810	3.53	1.68	3.50	1.91	3.79	1.12
drown	1811	2.29	1.82	6.14	2.44	2.86	2.48
drown	591	1.96	1.72	6.68	2.64	2.76	1.98
drugs	1812	4.57	2.62	6.08	2.22	5.54	2.47
drunk	1813	6.10	2.38	6.20	2.61	5.74	2.45
dryer	1814	5.06	1.12	3.94	1.88	5.60	1.5
ducks	1815	5.81	1.52	4.00	2.07	5.19	1.64
duct	1816	4.71	1.14	4.29	1.54	5.43	1.74
duet	1817	6.20	1.26	5.00	2.36	5.33	1.5
dumb	1818	3.12	2.13	4.44	2.13	4.25	1.88
dummy	732	3.00	1.34	4.38	2.18	3.48	1.86
dump	733	3.71	2.03	4.38	2.48	4.05	1.8
dune	1819	4.86	1.23	4.64	1.98	5.71	1.49
dusk	1820	5.44	1.36	4.94	1.44	4.88	1.71
dust	1821	4.47	2	3.79	2.39	4.36	1.74
dustpan	555	4.24	1.74	3.36	1.82	5.40	1.68
duty	1822	5.67	1.84	5.40	2.06	5.07	1.83
dwarf	1823	5.43	2.14	4.21	1.85	5.29	2.2
dwell	1824	5.25	1.48	3.44	2.19	5.62	1.75
eager	1825	6.71	1.27	6.36	2.1	4.93	1.73
eagerness	1826	6.00	1.71	5.81	1.87	5.31	1.25
eagle	1827	6.64	1.95	5.29	2.09	4.79	2.04
earth	134	6.79	1.72	4.08	2.1	6.69	2.1
ease	1828	6.62	1.39	3.00	1.87	6.54	1.61
easel	1829	5.21	1.48	4.08	1.75	5.46	2.18
easy	734	7.09	2.11	5.55	2.39	7.18	1.59
easygoing	135	6.75	1.42	4.00	2.56	5.08	1.83
eat	136	8.00	1.32	6.60	2.29	6.00	2.17
echo	1830	6.50	1.74	5.50	1.87	5.43	1.7
ecstasy	735	8.14	1.13	7.82	1.44	7.10	1.79
ecstatic	1831	8.56	0.81	8.00	1.41	6.12	2.25
education	137	6.55	1.36	5.60	2.44	5.85	1.81
effective	1832	7.07	1.79	4.71	2.23	6.07	2.09
efficient	1833	6.40	1.3	4.80	2.01	6.00	1.77
egg	736	5.11	1.63	3.63	2.54	4.26	2.38
ego	1834	5.64	1.28	5.14	1.1	7.43	1.55
ejaculate	1835	6.20	1.57	6.73	1.58	6.53	2.2
elated	138	7.47	1.51	6.20	2.11	5.53	2.72
elbow	737	4.90	0.45	3.70	2	4.80	1.77
elderly	1836	4.50	1.37	4.00	2.45	3.94	1.91
elegant	139	7.08	1.56	4.92	2.97	5.50	2.35
elephant	1837	6.57	1.16	5.29	2.46	3.93	1.69
elevator	738	5.10	0.64	3.57	2.09	4.00	1.59
embark	1838	6.62	1.5	5.81	2.4	6.44	1.5
embarrass	1839	2.73	1.49	5.67	2.13	2.86	2.25
embarrassed	140	3.93	2.12	5.87	2.42	3.47	2.67
embarrassment	1840	2.43	1.79	5.92	2.5	3.85	2.19
embattled	141	5.00	2.16	5.90	2.23	5.10	2.38
emotional	1841	4.81	1.97	5.94	2.79	4.81	1.42
empathy	1842	4.87	2.23	4.07	2.02	3.87	2.03
empire	1843	6.19	1.91	6.06	1.81	6.50	2.61
employment	147	5.73	2.05	5.33	2.02	4.60	1.59
enable	1844	5.50	1.4	5.14	1.23	5.86	2.18
encourage	1845	6.80	1.32	5.47	1.73	6.13	1.19
end	1846	3.75	1.65	4.06	2.11	4.94	1.95
endure	1847	6.50	1.63	5.62	2	6.88	1.45
energy	1848	7.00	1.73	7.20	1.57	7.13	1.77
enforcement	1849	4.47	1.46	5.87	1.51	4.73	2.52
engage	1850	5.80	1.7	5.27	2.25	4.87	1.68
engaged	143	7.33	1.5	6.07	1.91	6.20	1.66
engine	148	5.27	1.49	4.93	2.19	5.13	1.41
engulf	1851	4.60	1.59	4.73	2.58	4.00	2.51
enjoy	1852	8.12	1.26	5.75	2.11	6.19	1.05
enjoyment	145	7.70	1.22	5.70	2.7	6.35	1.42
enlist	1853	4.62	2.03	5.19	1.83	5.12	2.16
ennui	146	5.17	1.64	3.92	2.43	5.00	1.65
enraged	149	2.30	1.64	7.90	2.13	7.70	2.45
enthusiastic	1854	7.81	1.47	7.31	2.21	6.60	1.68
entry	1855	5.67	1.23	5.13	1.6	5.80	1.61
envious	1856	3.88	1.71	5.47	1.36	4.40	1.76
envy	1857	3.62	1.75	5.50	1.79	4.38	2.22
enzyme	1858	5.14	1.03	4.29	2.16	4.50	0.76
erase	1859	4.27	2.15	4.00	2.39	4.87	1.81
erasure	1860	4.56	0.73	4.38	1.86	5.25	1.57
erect	1861	6.87	2.03	6.57	2.47	6.14	1.7
erode	1862	3.88	1.78	5.50	1.55	4.19	0.98
erotic	512	8.16	1.07	7.72	1.81	7.04	1.9
err	1863	4.53	1.55	4.93	1.39	4.80	1.42
errand	150	4.36	1.78	4.00	1.91	5.62	1.45
erupt	1864	5.86	1.61	6.43	2.24	3.93	1.82
essence	1865	6.43	1.74	4.93	2.34	5.36	1.74
estate	1866	7.19	1.68	5.56	2.13	6.06	2.14
evade	1867	4.87	1.41	6.73	1.75	6.33	2.58
event	740	6.41	1.92	5.59	2.52	5.73	2.03
evict	1868	3.14	1.56	5.29	1.98	3.00	2.32
evil	741	4.33	2.7	6.56	2.36	6.17	1.58
exalt	1869	7.33	1.45	6.60	2.03	5.53	1.85
exam	1870	3.40	2.23	6.60	2.47	3.73	1.98
exasperation	1871	4.13	1.96	5.67	2.29	4.87	2.03
excel	1872	7.53	1.41	5.93	1.39	7.20	1.57
excellence	151	8.30	0.82	4.70	2.26	7.40	2.17
excite	1873	7.43	1.34	7.00	1.47	6.21	1.42
excitement	152	6.87	2.36	6.93	2.43	5.60	1.84
excrement	1874	4.07	2.34	4.23	1.48	4.54	2.07
excuse	153	3.82	1.88	4.88	2.64	3.71	2.31
execution	154	3.27	2.46	5.53	2.77	4.27	2.22
exercise	155	6.93	1.91	7.13	2.2	6.07	2.74
exert	1875	5.53	2.1	4.87	2.59	6.07	1.62
exhale	1876	5.81	1.68	4.06	2.02	5.69	1.3
exhaust	1877	4.36	1.55	4.93	2.2	4.64	1.39
exhilaration	1878	7.50	1.41	7.69	1.25	7.19	1.76
exist	1879	6.87	1.55	5.60	2.75	4.60	2.13
expel	1880	3.00	1.41	5.88	2.42	3.25	1.81
expensive	1881	4.00	1.71	5.38	1.75	4.50	1.63
expert	1882	6.53	1.68	5.60	2.32	6.73	2.12
expire	1883	2.87	1.46	4.93	2.02	3.07	1.33
explosion	1884	5.73	2.49	7.87	2.1	5.47	2.77
extent	1885	5.08	0.64	3.85	1.82	5.00	1.58
extreme	1886	6.62	1.36	6.62	2.09	6.19	1.28
eye	1887	5.60	0.99	4.00	2.2	5.27	1.33
fabric	742	5.21	1.44	3.95	1.82	4.79	1.44
face	556	6.12	1.76	4.76	2.37	5.28	1.51
fact	1888	5.50	1.9	3.81	2.14	6.12	1.78
factory	1889	5.50	1.51	3.75	1.91	5.50	1.63
fad	1890	5.53	1.85	5.27	1.67	4.07	2.05
fail	1891	1.64	1.22	5.93	2.95	3.86	2.98
failure	156	2.27	1.22	4.00	2.54	2.67	1.95
fair	1892	6.13	2.23	5.13	2.45	5.67	1.91
fairy	1893	5.86	2.54	3.85	1.77	5.31	2.02
faith	1894	5.53	2.36	5.20	2.37	5.53	1.96
fake	1895	3.47	1.51	5.67	1.91	4.73	2.43
falcon	1896	6.47	1.41	6.13	1.36	4.80	0.94
fall	743	3.86	2.22	4.81	2.54	4.29	2.15
false	1897	4.00	2.29	4.08	2.06	4.77	2.45
false	744	3.24	1.58	3.27	2.23	4.38	1.66
falter	1898	3.86	1.83	5.14	2.71	4.36	1.28
fame	157	7.92	1.31	5.17	3.01	6.50	2.28
family	158	7.50	1.79	5.00	2.64	6.00	1.86
famine	1899	1.93	1.21	4.31	1.89	2.92	2.22
famous	745	7.39	1.2	6.11	2.47	6.61	2.06
fan	1900	6.07	1.33	4.00	2.2	5.40	1.4
fantasy	746	7.39	1.5	6.00	2.45	6.72	1.93
farm	557	5.40	1.98	3.60	1.94	5.68	1.7
farmer	1901	4.60	2.16	3.21	2.08	4.67	1.63
fascinate	159	7.13	2.23	6.07	2.6	5.67	1.63
fashion	1902	6.43	1.65	5.29	1.68	5.57	1.87
fat	160	2.94	2.11	2.82	1.47	5.56	2.76
fate	1903	4.69	1.25	4.46	1.61	4.08	2.94
father	161	6.80	2.18	5.47	2.97	3.80	2.91
fatigued	162	3.56	1.26	2.69	1.99	4.35	2.21
fault	747	3.14	1.58	3.73	1.91	4.09	2
favor	748	6.58	1.54	4.89	1.91	5.44	1.89
fawn	1904	5.88	1.2	3.69	1.74	5.06	1.48
fear	592	3.75	2.45	6.71	2.48	3.88	2.36
fearful	163	2.10	0.99	5.50	2.32	3.50	1.78
feat	1905	5.81	1.47	5.06	2.11	5.88	1.5
feeble	164	3.59	1.7	3.94	2.44	2.88	1.65
feeling	1906	5.80	1.61	4.73	2.58	5.13	2.29
feet	1907	5.07	1.22	3.13	2.03	5.20	1.47
female	1908	8.07	1.44	6.73	2.49	5.07	1.53
fence	1909	5.06	0.57	3.62	2.09	5.50	1.63
fender	1910	4.93	2.31	5.27	2.4	5.27	1.83
fern	1911	4.87	0.52	3.73	1.98	5.40	1.5
fervor	1912	4.88	1.26	4.69	2.21	4.44	2.16
festive	749	7.26	1.33	6.63	2.14	5.67	2.4
fetus	1913	5.12	1.26	4.50	2	4.31	1.4
feud	1914	3.36	1.6	5.85	2.08	4.36	1.45
fever	750	3.05	1.61	3.80	1.82	3.68	1.77
field	558	6.08	1.26	4.04	2.26	5.68	1.77
fig	1915	5.67	1.05	3.80	2.31	4.73	1.71
fight	751	4.81	2.73	6.90	2.36	5.71	2.39
film	1916	6.47	1.68	5.20	1.86	5.20	1.74
filth	165	3.12	1.93	3.94	1.53	4.50	1.55
financial	1917	4.20	1.7	5.67	1.5	4.60	1.92
finger	752	5.29	1.42	4.05	2.16	5.24	2
fingerprint	1918	4.80	0.68	5.33	1.45	4.20	1.97
finish	1919	8.31	1.25	5.38	2.94	7.25	1.95
fire	166	4.20	1.48	6.50	2.32	5.20	1.4
firefighter	1920	6.50	1.74	5.15	2.27	5.23	2.24
fireplace	1921	7.07	1.49	5.00	2.08	6.00	2.31
fireworks	513	7.80	1.12	6.56	2.16	5.56	2.06
first	1922	6.56	2.53	5.81	2.64	6.94	1.53
fish	559	6.20	2.22	3.84	2.53	6.48	1.73
fisherman	1923	6.37	2.01	5.74	2.33	5.58	2.09
fitting	1924	5.93	1.77	4.62	1.76	5.77	1.24
flabby	167	4.16	1.8	3.68	2.31	4.37	1.26
flag	753	5.90	1.89	5.40	2.19	5.65	1.98
flare	1925	5.87	1.92	5.27	2.22	5.27	1.49
flaunt	1926	4.80	2.21	4.87	2.07	4.87	2.07
flaw	1927	3.69	1.45	4.50	1.37	4.19	1.47
flea	1928	3.73	1.75	5.50	1.91	4.14	1.75
flee	1929	3.38	2.06	6.69	1.65	3.85	2.44
flight	1930	6.69	1.62	6.69	2.18	4.62	1.5
flirt	754	7.48	1.03	6.90	1.64	6.45	2.06
flock	1931	5.13	1.19	3.93	1.62	4.73	0.88
flood	755	3.75	1.52	5.90	2.02	3.90	2.34
flow	1932	5.69	1.35	4.06	1.57	5.00	1.46
flower	168	6.06	1.53	4.60	2.23	4.73	1.75
flu	1933	2.93	2.25	4.86	2.25	3.43	2.21
fluffy	1934	7.07	1.91	5.29	2.49	5.64	1.55
flute	1935	5.75	1.57	4.19	1.8	5.19	0.54
fly	1936	6.86	2.07	6.36	2.31	5.07	2.7
foam	756	5.45	1.67	4.25	2.24	5.10	1.59
foe	1937	3.85	2.3	5.62	2.72	5.31	2.59
folly	1938	4.25	1.69	4.56	2.28	3.94	1.48
food	514	7.88	0.97	5.40	2.47	6.72	2.03
foolish	1939	3.80	2.01	4.73	2.31	3.73	1.58
foot	757	5.06	0.8	3.50	1.86	5.17	1.72
football	1940	8.14	1.88	7.46	3.07	7.15	1.99
forbid	1941	3.40	1.99	5.87	1.85	3.33	2.16
forceful	1942	4.56	1.46	5.69	1.92	4.81	1.8
forest	1943	6.47	1.64	4.80	2.04	5.53	2.23
forget	1944	3.62	1.59	4.56	2	4.12	1.59
forgive	1945	5.67	1.59	4.87	2.29	4.40	2.29
fork	560	5.48	1.08	4.04	2.21	5.83	1.27
fornicate	1946	6.80	2.37	6.80	2.34	6.27	2.12
foul	169	2.94	1.14	5.18	2.53	4.71	1.69
fragrance	170	6.24	1.35	5.75	2.46	5.62	1.82
fraud	171	2.70	1.7	5.30	1.89	4.70	2.63
free	172	7.83	1.85	5.09	3.02	5.73	2.57
freedom	173	7.53	1.62	6.25	2.05	6.38	2.06
freeway	1947	6.60	1.99	5.73	2.12	5.93	1.67
freezer	1948	5.07	1.91	4.07	2.58	5.00	1.93
frenzy	1949	5.12	1.54	6.69	1.89	5.06	2.02
friend	174	7.18	1.07	6.38	1.96	6.25	2.02
friendly	175	8.29	0.99	4.77	2.42	6.15	2.48
fries	1950	6.47	1.3	4.80	2.37	5.67	2.29
fright	1951	3.13	1.3	5.53	2.17	4.40	1.76
frightened	1952	2.79	1.37	6.50	2.14	3.93	2.64
frigid	758	3.44	1.34	4.61	2.62	4.44	1.85
frog	176	5.87	1.25	4.80	2.18	5.60	1.59
frolic	1953	6.67	1.59	4.13	2.64	5.00	2.07
frosting	1954	6.88	1.71	5.38	1.31	5.50	1.71
frown	1955	2.13	1.41	3.67	2.09	3.93	1.39
fruit	1956	6.57	1.95	4.64	2.24	5.21	2.08
frustrated	177	2.70	1.56	5.55	2.61	3.70	1.98
frustration	1957	2.53	1.68	6.40	2.2	4.53	2.42
fulfilled	1958	7.07	2.02	5.47	2.26	6.47	1.88
fun	759	8.21	1.36	7.11	2	6.79	1.84
funeral	178	1.64	0.84	4.00	2.77	2.71	2.3
fungus	179	3.83	1.19	4.18	2.09	4.36	1.8
funny	1959	8.40	0.99	6.60	2.03	6.27	1.79
fur	180	5.50	1.68	3.55	2.38	4.82	2.14
furious	1960	2.33	1.72	7.13	2.33	5.33	2.61
furnace	1961	4.56	1.09	5.00	1.86	5.19	0.98
furniture	1962	5.47	1.55	4.07	1.94	5.13	1.41
fury	1963	4.00	1.65	6.20	2.4	5.60	1.8
fuse	1964	5.93	1.22	5.27	2.02	6.20	1.42
