Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
future	1965	6.00	2.5	5.62	2.36	4.31	2.65
gadget	1966	6.64	1.69	5.54	1.71	6.23	1.69
gaiety	1967	6.29	1.68	5.15	2.44	5.54	1.61
gain	1968	7.40	1.24	5.60	1.8	6.27	2.22
galaxy	1969	6.29	1.44	6.21	2.12	5.43	2.71
gallery	1970	6.14	2.14	3.64	2.47	4.93	1.69
gallon	1971	5.00	1.69	4.73	2.02	4.53	1.6
game	760	7.58	0.77	6.32	2.11	5.74	1.82
gang	1972	2.87	1.55	6.40	2.67	3.93	2.46
gangrene	181	2.73	2.15	5.93	2.91	3.60	2.38
garbage	182	3.45	1.99	4.30	2.54	4.75	1.74
garden	761	6.43	1.91	4.76	2.26	6.19	1.54
garlic	1973	5.53	2.56	4.87	2.03	5.20	1.66
garment	762	5.47	1.26	3.95	2.17	4.84	2.03
garter	534	6.92	1.53	6.08	2.14	6.04	1.54
gas	1974	4.60	1.76	5.27	1.62	5.33	2.38
gate	1975	5.53	1.25	4.79	2.12	5.36	2.27
gem	1976	6.25	1.81	5.56	2.16	4.94	1.88
gender	763	5.60	1.05	4.35	2.18	5.58	1.92
genius	1977	7.00	1.46	6.06	1.84	6.56	1.79
gentle	183	6.90	1.37	2.90	2.08	4.70	2.41
germ	1978	3.40	1.8	6.07	1.91	4.60	2.2
germs	764	2.90	1.3	4.29	2.24	3.90	1.51
ghost	1979	4.75	1.44	5.44	2.31	3.81	1.76
gift	184	6.60	2.82	5.27	2.87	5.13	2.85
giggle	1980	7.93	1.28	6.13	1.88	6.13	1.3
giraffe	1981	6.54	1.51	5.08	2.4	5.31	1.38
girl	185	7.60	1.57	5.85	2.52	5.85	1.98
give	1982	6.69	1.25	5.25	1.29	6.06	1.53
glacier	186	5.67	1.18	4.53	1.85	4.80	1.97
glad	1983	7.60	1.45	5.47	2.45	6.33	1.76
glamour	187	6.13	1.77	4.60	2.23	5.60	2.23
glance	1984	5.43	1.16	5.50	1.83	4.69	1.44
gland	1985	5.13	0.99	5.00	2.11	4.86	1.17
glass	765	4.50	1.72	4.44	2.18	5.28	1.84
glasses	1986	5.79	1.63	4.50	1.68	5.33	1.87
glaze	1987	6.79	1.42	5.71	1.98	5.64	1.28
glide	1988	6.93	1.33	4.69	2.63	6.69	1.84
gloat	1989	4.93	1.69	4.57	1.95	6.00	1.52
gloom	188	2.08	1.44	4.17	2.69	4.00	2
glory	189	7.40	1.59	6.13	2.39	7.00	2
gloss	1990	5.47	1.46	4.13	1.6	4.93	1.79
gnaw	1991	4.38	1.86	4.62	2.31	5.00	1.83
goal	1992	6.93	1.16	6.43	2.21	6.57	1.7
goat	1993	5.33	2.35	4.14	2.21	5.64	1.95
god	190	8.35	1.18	6.10	2.86	5.85	3.15
gold	191	7.92	1	6.45	2.16	5.73	2.1
golf	1994	6.20	2.31	4.87	2.36	6.13	1.88
golfer	535	5.76	2.13	3.84	2.53	5.68	1.84
good	766	7.33	1.28	5.05	3.09	5.78	1.99
goodness	1995	6.93	1.75	4.93	2.34	5.93	1.62
gorilla	1996	5.80	1.82	5.67	2.72	4.27	2.58
gossip	767	3.75	2.02	5.10	2.22	3.90	1.86
govern	1997	4.29	1.33	4.21	1.67	4.71	1.54
government	1998	4.62	2.19	5.75	1.88	3.56	2.13
grace	1999	7.15	1.99	4.27	2.45	5.73	2.2
graduate	192	8.00	1.37	7.56	2.03	6.69	2.94
grafitti	2000	4.87	2.33	5.07	1.94	4.80	2.04
grapes	2001	6.60	2.26	4.36	2.17	5.50	2.21
grass	768	5.85	1.27	4.85	1.93	5.55	1.39
grateful	193	7.33	0.82	4.27	1.75	6.20	1.61
grave	2002	2.33	1.35	4.93	2.79	1.80	1.01
gravy	2003	6.33	1.68	4.80	1.37	5.53	1.3
greed	769	4.14	2.22	5.38	2.33	5.24	2.51
green	194	5.30	2	4.80	2.44	4.20	1.99
greet	770	6.95	1.47	5.29	1.98	6.24	1.84
grenade	771	3.90	1.92	5.48	2.54	4.76	2.34
greyhound	2004	5.44	1.09	4.38	1.36	4.50	1.55
grief	195	1.80	1.4	4.70	2.83	4.40	2.41
grieve	2005	2.57	1.4	4.57	2.24	3.62	2.1
grime	772	3.95	1.18	4.37	2.31	4.72	1.41
grin	773	6.89	2.16	5.70	2.87	6.32	2
grind	2006	5.40	1.92	5.00	2.67	5.20	1.66
gripe	774	3.25	1.41	4.95	2.33	4.25	1.97
groceries	2007	5.27	1.83	3.40	1.96	6.33	1.95
groom	2008	6.13	1.6	5.33	2.23	6.07	2.25
gross	2009	4.50	1.97	4.81	2.4	4.94	1.88
ground	2010	5.43	1.16	4.07	1.86	5.36	2.13
grove	2011	5.50	1.37	4.25	1.53	5.06	1
grovel	2012	3.40	1.84	4.00	2.42	3.20	2.01
growl	2013	5.00	1.56	5.07	1.87	6.27	2.05
guaranteed	2014	7.00	1.91	5.23	2.2	6.08	2.22
guillotine	196	4.00	2.45	6.25	2.77	5.00	1.95
guilt	2015	2.64	1.45	4.69	2.72	3.83	1.9
guilty	197	2.75	1.29	5.05	2.8	3.50	1.7
guitar	2016	6.60	1.64	5.13	2.5	5.73	1.58
gulf	2017	5.87	1.25	4.80	1.82	6.07	1.58
gun	593	4.72	2.57	7.08	1.96	4.36	2.97
guzzle	2018	4.87	1.19	4.80	1.7	4.80	1.32
gym	2019	5.56	1.21	5.56	2.19	5.38	1.5
gymnast	515	6.44	1.73	4.48	2.28	5.32	1.86
habit	775	4.15	1.53	3.85	1.81	4.40	2.01
hair	2020	5.47	1.25	4.13	2.29	5.60	1.55
hairdryer	561	4.88	0.78	3.80	1.66	5.24	0.78
hairpin	776	5.40	1.57	3.50	2.48	5.11	1.56
ham	2021	5.25	1.65	3.44	2.13	4.69	1.58
hamburger	777	6.95	1.51	4.95	2.24	5.58	0.96
hammer	198	4.75	1.25	4.65	2.35	5.25	2.2
hand	778	5.84	1.34	4.60	2.16	5.84	1.42
handicap	779	3.62	2.06	3.68	2.46	4.14	2.56
handicapped	2022	3.50	1.55	4.00	1.86	3.31	1.45
hands	2023	6.14	1.99	6.00	1.73	5.75	1.29
handsome	199	7.50	1.51	4.42	2.87	5.58	2.87
hang	2024	4.25	1.69	5.25	2.44	4.38	1.89
haphazard	780	3.64	1.5	3.68	2.17	4.14	1.98
happiness	2025	7.81	1.33	6.12	2.33	6.62	1.45
happy	200	8.25	1.39	7.00	2.73	6.73	2.28
harass	2026	2.67	1.29	6.07	1.49	4.71	2.79
harassment	2027	2.88	1.67	5.31	2.68	4.00	2.37
hard	781	5.68	2	5.42	2.19	5.84	2.09
hardship	782	3.00	1.75	4.70	2.23	5.15	2.18
harp	2028	6.27	1.91	5.50	1.74	5.14	1.79
harsh	2029	3.60	1.64	5.80	1.21	5.67	2.09
harvest	2030	5.52	1.78	4.38	1.77	5.71	1.27
haste	2031	4.50	1.79	5.56	2.66	4.19	2.04
hasten	2032	5.12	1.02	4.81	2.04	4.62	1.86
hat	783	5.58	1.39	4.53	2.12	5.47	1.5
hate	201	2.92	2.31	7.33	2.35	5.42	2.68
hatred	202	2.53	2.26	6.47	2.72	4.60	2.47
haunt	2033	3.86	1.7	6.14	2.03	4.21	1.85
haven	2034	6.50	2.28	4.64	2.56	5.07	1.69
hawk	536	6.33	1.61	4.08	2.34	5.71	1.76
hay	784	5.19	1.63	4.81	2.75	5.81	1.89
head	2035	7.19	1.52	6.81	1.87	6.75	1.69
headache	203	2.24	1.15	5.18	2.63	4.24	1.99
headlight	785	5.05	1.77	3.77	2.41	4.76	1.73
heal	786	6.71	1.23	4.86	1.9	5.29	1.59
health	204	6.93	1.33	5.33	2.79	5.87	1.77
heart	787	6.90	1.58	6.14	2.1	5.48	2.04
heat	2036	4.44	1.63	5.19	2.1	4.50	1.71
heaven	205	7.07	2.34	6.53	2.83	6.20	2.31
heavy	2037	4.00	1.15	3.94	1.84	4.31	1.58
heir	2038	6.62	1.59	4.75	2.14	5.81	2.04
helium	2039	5.77	2.59	4.69	2.46	4.92	2.22
hell	788	2.85	1.69	4.65	2.37	3.90	2.36
helpless	206	2.20	1.21	4.87	2.59	2.53	1.88
hen	2040	5.06	1.24	3.56	2.19	5.38	1.75
herbal	2041	6.07	1.54	4.54	1.85	5.15	1.21
herd	2042	5.47	1.41	4.67	1.5	5.53	1.6
hero	2043	7.19	1.6	6.19	1.76	6.31	1.7
heroin	789	3.85	2.35	4.45	2.98	4.20	2.55
herring	2044	5.53	1.19	4.00	2.07	5.27	1.22
hide	207	5.07	1.67	4.47	2.5	4.27	2.43
high	2045	6.13	2.39	5.60	2.06	5.80	1.7
highway	562	6.04	1.67	4.80	2.6	5.64	1.98
hiker	2046	6.21	1.85	4.62	2.06	4.92	2.33
hill	2047	5.57	1.7	3.85	2.48	5.15	2.19
hinder	790	3.86	1.64	4.09	1.93	4.18	1.68
hippotamus	2048	6.64	1.91	5.00	2.16	4.31	1.49
hire	2049	5.94	1.73	5.62	2.33	4.62	1.96
history	208	6.00	1.79	4.12	2.18	5.19	2.07
hit	594	5.44	2.16	5.40	2.43	5.67	2.08
hitch	2050	5.07	1.58	4.93	2.09	5.14	1.56
hive	2051	3.86	1.56	4.93	2.16	5.07	2.09
hobby	2052	7.00	1.51	4.80	2.48	7.07	1.94
hockey	2053	5.31	1.3	5.00	2.19	5.25	1.44
holiday	791	7.30	2.36	7.10	2.29	6.90	1.8
holy	2054	5.69	1.96	4.12	1.67	4.88	2.55
home	209	7.71	1.96	4.29	2.73	6.35	2.29
homeless	2055	2.31	1.2	4.25	2.02	4.06	2.29
honest	210	7.21	1.53	5.71	1.44	5.21	2.19
honesty	2056	7.62	1.26	5.06	2.57	6.81	1.52
honey	792	6.53	1.87	4.53	2.14	5.68	1.42
honor	211	7.60	1.18	6.13	1.51	6.14	2.35
hooker	793	4.53	2.46	6.00	2.13	6.11	2.23
hope	794	6.67	1.57	4.84	2.57	5.32	2.26
hopeful	212	7.07	1.03	6.27	1.22	5.47	1.92
horrible	2057	3.00	2.54	6.00	2.42	3.25	2.22
horror	213	3.18	2.32	6.44	2.13	4.62	2.47
horse	214	5.60	0.97	3.50	1.78	4.20	1.32
hose	2058	5.38	2.14	4.69	2.32	6.00	2.38
hospital	215	5.05	1.85	5.00	2.41	4.80	1.67
hostage	216	2.25	1.59	5.50	3	3.20	2.46
hostile	217	3.33	1.63	6.80	2.04	5.73	2.96
hotel	795	6.67	1.41	5.26	2.66	5.33	2.06
hour	2059	4.87	1.19	3.73	1.83	3.93	1.67
house	563	7.29	1.55	4.04	2.58	6.38	1.84
howl	2060	5.15	1.41	4.23	2.68	4.62	1.85
hub	2061	5.33	1.8	4.60	1.84	5.13	1.64
hug	218	7.67	0.98	5.55	2.21	5.27	1.68
huge	2062	5.73	2.12	5.67	2.06	5.93	2.4
humane	796	6.17	1.76	4.83	1.34	5.67	1.57
humble	219	6.00	1.58	3.53	2.35	5.06	2.3
humiliate	797	2.20	1.15	6.35	2.3	2.90	1.92
humiliation	2063	2.00	1.13	6.47	1.88	2.80	1.42
humor	220	8.20	0.92	4.30	2.45	5.20	2.15
hunger	2064	3.13	1.51	5.64	2.13	3.36	1.28
hungry	221	3.67	2.32	5.20	2.73	4.67	2.16
hunter	2065	6.19	2.14	6.69	1.35	6.12	2.6
hurl	2066	3.43	1.55	4.93	1.54	4.71	2.02
hurricane	798	4.19	2.34	6.67	2.15	3.76	2.07
hurt	222	2.55	1.51	6.27	2.76	3.82	2.23
hydrant	564	5.08	0.86	3.64	1.78	5.52	0.96
hymn	2067	5.86	2.6	4.79	3.02	5.07	2.3
hysterical	2068	6.47	3.4	8.00	1.36	4.07	2.71
ice	2069	6.14	1.92	4.92	2.6	4.69	1.65
icebox	799	5.00	0.88	4.84	1.8	5.00	1.11
idea	800	6.43	1.12	5.57	1.78	5.62	1.72
identity	801	6.23	2.16	5.09	2.33	6.32	1.78
idiot	223	3.40	2.32	4.80	2.37	4.40	2.29
idol	802	5.71	1.74	4.76	2.23	5.52	2.06
ignite	2070	6.19	2.1	6.38	1.96	6.12	1.82
ignorance	803	2.90	1.74	3.85	2.21	4.45	2.42
ignore	2071	3.29	1.64	3.71	1.94	3.43	2.21
illness	804	2.70	1.45	4.60	2.28	3.70	1.98
imagine	805	7.10	1.62	5.60	2.09	6.50	2.12
immature	806	4.10	1.73	4.19	2.02	4.95	2.13
immoral	807	3.75	2.31	4.75	2.47	4.65	2.68
impair	808	3.42	1.43	3.47	1.81	4.21	1.84
impart	2072	5.12	1.41	3.88	2.13	5.19	1.68
impatient	2073	4.40	2.13	5.27	1.91	4.47	2
impede	2074	4.13	1.85	5.36	1.78	3.86	1.56
impose	2075	4.27	1.71	5.40	1.5	4.80	2.27
impotent	224	3.24	2.36	4.69	3.05	4.25	2.82
impressed	225	6.77	2.05	5.77	2.49	5.93	1.82
improve	226	7.35	1.27	5.56	2.31	5.94	2.43
incentive	809	7.05	1.47	5.70	2.23	5.95	1.54
incubator	2076	4.47	1.81	5.13	1.64	3.93	1.62
indict	2077	3.81	1.64	5.06	2.59	3.81	2.34
indifferent	810	4.80	1.51	3.20	1.74	4.70	1.84
industry	227	5.80	1.32	4.73	2.37	5.67	1.91
infant	811	6.05	2.15	4.64	2.7	5.55	2.44
infatuated	2078	5.33	1.35	6.20	1.9	4.93	2.28
infatuation	516	6.96	1.95	7.08	2.02	5.48	2.37
infect	2079	2.73	1.03	5.53	1.77	3.73	2.25
infection	228	1.93	1.87	4.73	2.71	4.00	2.7
inferior	812	3.09	1.9	3.27	2.07	3.00	2.35
infest	2080	2.93	1.39	5.07	1.79	3.80	1.74
inform	2081	6.07	1.14	5.50	1.88	4.83	1.95
ingest	2082	5.00	1.46	5.27	2.19	4.60	2.23
inhabitant	813	4.79	1.36	4.74	1.52	5.58	1.26
inject	2083	3.87	1.3	5.43	2.06	4.36	2.1
injection	2084	3.19	1.64	6.62	1.54	3.56	2.16
injure	2085	2.60	2.1	5.29	2.27	4.15	2.48
injury	595	3.16	2.03	5.56	2.29	3.80	1.94
ink	229	5.00	1.11	3.54	1.85	4.54	2.4
innocence	2086	5.85	2.19	4.23	2.05	5.92	2.06
innocent	814	6.25	1.37	4.65	1.69	5.16	1.68
insane	815	3.58	1.89	5.68	2.29	4.95	2.17
insect	816	4.50	1.93	4.15	2.23	4.90	2.25
insecure	230	2.20	0.92	3.90	1.6	2.50	1.96
insist	2087	4.67	1.91	4.60	2.16	4.40	1.92
insolent	231	4.71	1.76	5.69	2.55	4.88	1.89
inspire	232	6.40	2.59	5.07	1.94	6.13	1.92
inspired	233	6.60	1.85	6.00	2.47	6.45	2.19
instrument	2088	6.71	1.82	5.43	2.65	5.86	2.18
insult	817	3.00	1.2	5.37	2.39	4.44	2.15
intellect	818	6.72	2.19	4.78	1.9	6.83	1.82
intelligence	2089	7.75	1.44	5.69	2.12	6.06	2.11
intent	2090	4.73	1.53	5.20	1.42	4.93	1.87
intercourse	819	7.70	1.66	7.35	1.93	6.75	1.71
interest	234	7.00	1.48	5.18	2.32	5.73	2.33
interested	2091	6.14	1.39	5.48	2.42	6.00	1.58
intimate	821	7.74	1.05	7.05	1.9	6.05	2.09
intoxicated	2092	5.73	2.49	6.67	1.99	5.00	2.07
intruder	822	3.78	2.18	6.44	2.33	4.83	2.28
invade	2093	4.29	1.33	5.07	2.79	5.62	2.57
invader	823	3.75	1.94	4.30	2.18	3.95	2.39
invent	2094	6.53	2.61	6.53	1.73	6.93	2.19
invest	824	5.64	2.3	5.41	2.09	5.68	2.17
iron	565	5.28	0.89	4.00	2.25	5.25	1.11
irony	2095	6.07	1.87	4.33	2.74	5.20	1.97
irritate	235	2.87	1.64	5.13	2.39	5.20	2.27
irritated	2096	2.47	1.51	5.67	2.13	4.67	2.32
island	2097	6.93	2.12	6.27	1.91	6.60	1.76
isolation	2098	2.13	1.41	4.07	2.76	2.40	1.55
issue	2099	4.53	1.51	5.60	1.88	5.20	2.08
item	825	5.32	0.78	3.50	2.2	5.09	1.66
ivy	2100	4.25	1.81	4.88	2.28	5.06	1.91
jaguar	2101	7.00	1.8	6.08	2.4	4.85	2.19
jail	236	2.00	1.41	5.13	2.9	3.13	2.45
jar	2102	5.21	0.58	3.46	2.37	6.15	1.82
jealous	2103	2.93	1.54	5.79	2.22	4.00	2.54
jealousy	237	2.65	1.23	5.55	2.68	3.35	1.87
jeans	2104	6.00	1.97	3.81	2.69	5.75	1.44
jelly	238	5.75	0.97	4.08	2.61	5.08	1.62
jellyfish	2105	5.79	2.36	6.00	2.16	4.92	2.36
jeopardy	2106	6.79	1.42	5.23	2.49	5.00	2.61
jerk	2107	2.88	1.63	5.38	2.28	5.31	2.09
jet	2108	6.31	1.66	5.62	2.42	5.25	2.27
jewel	239	6.30	2.16	5.60	2.8	4.80	1.81
job	2109	5.14	2.41	4.93	2.53	5.00	1.92
joke	826	8.19	0.81	6.67	1.93	6.24	1.95
jolly	827	7.38	2.01	5.68	2.78	6.33	1.85
journal	828	4.95	1.23	4.45	1.32	4.85	0.75
joy	240	8.57	0.76	8.14	0.86	5.93	2.2
joyful	241	7.57	1.65	6.36	2.17	6.21	1.31
judge	2110	4.71	1.86	4.79	2.08	3.71	2.09
judgment	2111	4.62	1.82	6.12	1.86	4.69	2.6
jug	829	5.45	2.15	4.23	2.25	5.18	1.94
jugs	2112	6.33	2.32	6.47	1.92	5.40	1.84
juice	2113	6.00	1.9	5.56	1.59	5.56	1.15
jumble	2114	4.33	2.09	5.73	2.22	3.73	1.91
jungle	2115	5.40	1.99	6.07	0.88	5.07	1.83
justice	242	7.42	1.78	4.92	2.35	6.25	2.7
keg	2116	6.12	2.55	5.19	2.34	5.50	1.97
kerchief	830	5.56	1.34	3.67	1.75	5.39	1.42
kerosene	243	4.86	1.29	4.31	2.53	4.31	2.06
ketchup	831	5.52	1.44	3.86	1.85	5.19	1.83
kettle	832	5.19	1.08	3.57	2.44	4.95	1.7
key	833	5.35	1.57	3.95	2.11	5.15	2.39
kick	834	4.50	1.99	4.23	2.43	5.32	1.94
kid	2117	5.88	1.26	4.62	2.31	4.94	1.73
kidnap	2118	3.00	2.1	6.80	2.11	3.87	3.02
kidney	2119	4.73	1.87	4.27	2.49	4.27	1.83
kids	835	6.84	1.46	5.26	1.94	4.79	1.78
killer	244	2.64	1.39	7.07	2.3	4.57	2.41
kind	245	7.50	1.18	3.80	2.49	5.30	1.77
kindness	246	7.05	1.54	5.00	2.31	5.11	2.18
king	247	7.00	1.7	5.60	2.63	7.50	1.84
kiss	248	8.29	1.2	6.87	2.59	6.57	2.47
kitten	517	6.72	2.37	5.00	2.45	6.92	1.93
knee	2120	4.87	1.46	4.67	1.54	5.00	1.56
knife	596	4.60	2.14	5.84	1.77	5.04	2.09
knitting	2121	4.67	2.44	2.93	1.87	5.00	1.85
knob	2122	5.53	1.19	4.86	1.61	5.71	1.2
knot	836	4.45	1.43	3.71	2.15	4.85	1.87
know	2123	6.60	1.5	5.13	1.92	7.33	1.45
knowledge	249	7.55	1.5	5.95	2.33	6.35	2.62
label	2124	4.21	1.25	4.23	2.24	4.85	2.19
lack	2125	3.67	1.29	4.47	2.75	4.13	1.51
lad	2126	5.25	0.86	4.25	1.39	5.31	1.49
ladder	2127	5.38	1.15	4.62	2.13	5.00	0.97
lake	250	6.00	1.41	4.20	1.75	4.50	1.51
lamb	837	5.45	1.85	3.30	2.43	4.95	2.37
lame	2128	3.56	1.36	3.94	2.14	4.75	1.39
lamp	838	5.10	0.77	3.71	2.15	5.00	1.73
land	2129	5.71	1.49	4.67	2.01	5.29	1.59
lane	2130	5.71	1.54	4.29	2.16	5.57	1.16
lantern	839	5.50	1.1	4.30	2.18	5.30	2.03
laugh	2131	7.88	1.31	6.69	2.18	5.94	1.91
laughter	251	8.55	0.83	6.80	2.67	6.20	2.71
lava	2132	5.00	1.96	6.00	2.04	3.93	1.62
lavish	840	5.68	2.17	4.91	2.27	5.50	1.79
law	2133	4.64	2.24	3.77	2.45	3.77	2.01
lawn	841	5.26	0.87	4.21	1.78	5.47	0.96
lawsuit	842	3.20	1.67	4.33	2.33	4.05	2.14
lawyer	2134	4.87	1.64	5.00	2.73	3.93	2.31
lazy	843	4.43	1.91	2.29	1.45	4.14	1.82
leader	844	7.38	1.72	6.19	1.94	7.43	1.8
leak	2135	3.40	1.59	4.33	1.76	4.33	1.88
learn	252	6.93	1.39	5.13	2.17	6.00	2.59
lease	2136	4.40	1.35	4.53	2.03	4.60	1.72
leave	2137	3.71	1.73	4.54	1.51	4.15	2.03
leaves	2138	5.71	2.13	4.00	2.35	5.07	1.94
ledge	2139	4.31	1.25	5.50	1.71	3.94	1.44
leg	2140	5.60	0.74	4.33	2.09	5.13	1.41
legend	845	6.37	1.21	5.58	1.39	5.79	1.72
legs	2141	6.33	1.68	5.33	2.41	6.07	1.75
leisurely	253	6.71	1.93	2.82	1.81	5.00	2.06
leopard	2142	6.19	1.33	5.12	2.22	5.38	1.31
leprosy	254	2.09	1.81	5.92	2.11	4.00	1.61
lesbian	597	6.00	2.33	5.76	2.55	5.80	2.24
lesson	2143	5.13	2	4.40	1.55	5.27	1.58
letter	846	6.26	1.52	5.21	2.2	5.89	1.45
liar	2144	2.57	1.22	5.57	2.28	4.14	2.44
liberty	255	7.67	1.3	5.92	2.47	6.17	2.72
lice	256	2.69	2.32	5.14	2.18	4.62	2.4
lick	2145	5.93	1.62	5.47	2.2	6.07	1.75
lid	2146	5.12	0.62	3.38	2	4.88	1.89
lie	257	3.87	2.23	5.33	2.82	4.33	2.53
life	258	7.00	2.37	5.42	2.97	5.58	2.57
lightbulb	566	5.44	1.12	3.80	1.89	5.38	1.17
lighthouse	847	6.33	1.61	5.06	2.26	5.06	2.26
lightning	598	5.16	2.76	6.52	1.81	3.72	2.32
like	2147	7.36	1.34	5.93	2.27	5.21	2.49
limb	2148	5.00	0.93	4.80	1.21	5.40	1.4
limber	848	5.45	1.23	4.85	1.9	4.80	1.67
limp	2149	3.79	1.81	4.29	1.82	4.86	2.41
linger	2150	4.21	1.12	4.79	1.72	5.36	2.1
lion	518	5.60	2.1	5.84	2.43	4.64	2.43
lips	2151	7.27	1.53	6.20	2.24	6.27	2.02
liquor	2152	5.07	2.46	5.53	2.36	5.07	2.66
listen	2153	5.87	1.13	4.93	1.33	5.67	1.68
listless	259	4.41	1.91	4.94	2.52	4.94	1.61
liter	2154	5.20	1.47	4.20	2.21	5.60	1.72
litter	2155	4.60	2.1	4.60	1.99	5.27	1.75
lively	849	6.89	1.53	5.47	2.84	6.11	1.84
lizard	2156	5.73	1.58	4.80	1.61	5.33	1.35
location	2157	5.38	0.72	3.94	1.95	5.31	1.2
locker	850	4.95	1.59	3.41	2.38	5.05	2.19
loneliness	260	1.67	1.07	4.67	3.03	2.75	2.45
lonely	261	2.20	1.26	3.80	2.43	2.80	1.74
loosen	2158	5.64	1.78	3.54	1.98	6.62	1.8
lose	2159	3.27	1.49	5.13	2.29	3.33	1.72
loser	851	2.61	1.54	4.84	2.65	3.58	2.24
loss	2160	2.29	1.38	5.71	3.07	2.57	2.21
lost	852	3.22	1.7	5.89	2.35	2.83	1.69
lotion	2161	4.87	2.07	5.29	2.13	4.73	1.49
lottery	853	6.72	1.45	5.11	2.19	5.22	1.77
loud	2162	4.62	1.5	5.94	1.77	4.94	1.24
lounge	2163	6.56	1.31	4.12	2.33	5.88	1.75
louse	262	3.88	2.22	4.47	2.24	4.19	2.17
love	263	8.60	0.84	6.50	3.14	7.10	2.56
loved	264	8.10	0.99	5.50	2.32	5.20	2.94
loving	2164	8.07	0.96	6.29	2.3	6.71	1.54
lower	2165	4.21	1.81	4.54	1.98	4.46	1.94
loyal	265	6.80	2.24	5.00	2.27	6.47	2.72
luck	2166	7.25	1.57	6.00	1.67	4.06	1.57
lucky	266	7.94	1.24	7.00	1.9	6.24	2.54
luggage	2167	6.27	1.53	5.80	1.78	5.00	1.81
lump	854	4.95	1.84	4.32	2.67	4.47	2.09
lunch	2168	7.14	2.03	5.69	2.1	5.71	2.58
lung	2169	5.40	1.18	4.53	1.88	4.40	1.72
lurk	2170	4.20	1.37	5.47	1.92	4.20	1.93
luscious	267	7.55	1.13	6.08	2.11	5.09	2.17
lust	519	7.32	1.63	6.92	1.96	6.12	2.26
luxury	268	7.50	2.32	4.08	2.68	6.33	2.67
machine	855	4.65	1.63	3.80	2.28	4.95	2.26
mad	856	2.35	1.23	7.20	1.77	5.75	2.2
madman	857	4.79	2.04	5.11	2.18	5.37	1.83
madness	2171	5.25	2.08	6.94	1.44	5.00	2.13
magazine	2172	5.53	1.06	4.73	1.98	5.33	2.13
maggot	269	2.40	1.84	4.60	3.17	4.60	1.43
magical	858	7.05	1.75	6.05	2.04	5.58	2.27
magnet	2173	5.40	1.18	5.47	1.81	5.73	1.91
maid	2174	5.86	0.95	5.79	1.12	6.07	1.77
mail	859	6.50	1.76	5.74	2.45	5.61	2.03
makeup	2175	5.00	1.1	3.81	2.29	5.19	1.97
malaria	860	2.40	1.35	4.19	2.56	3.10	1.59
male	2176	5.12	0.34	3.38	2.06	5.62	1.15
malice	270	3.56	2.13	5.22	2.28	4.67	2.12
malnutrition	2177	2.31	1.45	5.00	2.61	4.56	2.03
malt	2178	5.44	1.63	3.81	2.07	4.81	1.76
man	537	6.24	1.69	3.68	1.86	6.28	1.72
mane	2179	5.53	1.25	4.13	2.1	4.87	1.13
mangle	861	4.16	1.77	5.79	1.62	5.37	1.8
maniac	862	4.29	2.1	5.24	1.92	4.24	1.92
manner	863	5.67	0.97	4.71	1.93	4.57	1.99
manor	2180	5.50	0.97	4.25	1.73	5.50	1.46
mansion	2181	6.93	2.43	6.64	1.95	5.77	1.69
mantel	864	4.90	1.71	3.75	2.34	5.00	2.03
manure	865	2.95	1.76	4.05	2.31	4.85	1.73
map	2182	4.93	1.86	3.71	1.82	5.00	2.32
margin	2183	4.73	0.8	3.71	1.77	5.00	1.18
market	866	5.84	1.01	4.79	1.51	5.11	1.29
marrow	2184	4.33	0.9	3.73	1.79	4.80	1.37
marry	2185	5.50	2.53	5.64	2.82	4.79	2.22
marsh	2186	5.27	1.22	4.07	2.46	4.73	1.49
marvel	2187	7.07	2.19	4.43	2.44	5.57	2.34
mascot	2188	6.12	1.67	4.75	2.93	4.44	1.79
mask	2189	5.67	1.23	4.93	1.44	5.40	1.68
massacre	867	2.24	1.41	5.48	2.32	4.14	2.15
mastectomy	2190	3.27	1.79	4.47	2.1	4.20	1.15
masterful	271	7.27	1.39	5.67	2.32	6.93	2.19
mastery	2191	7.00	1.25	5.33	2.26	7.73	1.53
masturbate	599	6.60	1.5	6.08	1.89	5.88	2.32
matador	2192	5.07	2.2	5.77	1.83	5.00	1.63
mate	2193	6.47	1.88	6.07	2.12	5.07	2.2
material	868	5.27	1.58	4.50	2.41	5.18	1.92
math	2194	4.38	1.93	4.12	2.22	5.62	2.16
me	2195	8.31	1.14	5.88	3.18	8.25	1
meal	2196	7.00	1.57	5.50	1.87	6.36	1.69
measles	272	3.33	1.63	4.40	2.38	4.73	1.98
meat	2197	6.93	1.49	5.53	2	6.33	1.72
meddle	2198	4.56	2.25	5.69	1.54	5.00	1.9
medicine	869	5.57	1.91	4.52	2.34	4.81	1.63
meek	273	4.50	1.64	3.30	1.75	4.35	2.03
melody	870	6.68	2.03	4.77	2.84	5.57	1.89
melt	2199	5.33	1.91	5.20	1.86	5.40	2.06
member	2200	6.13	1.3	5.27	2.02	5.67	1.54
memorial	2201	4.80	2.08	5.00	2.62	4.73	1.71
memories	871	7.35	1.63	6.20	2.26	5.55	1.88
memory	274	6.88	1.5	5.44	2.56	5.12	2.33
men	2202	5.53	0.99	4.53	2	6.60	1.5
