Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
communism	1685	2.00	1.59	6.00	2.42	2.81	2.17
compel	1686	5.40	1.24	5.07	2.19	5.53	1.92
competent	1687	7.27	1.58	5.67	2.13	6.80	2.24
complete	1688	8.50	0.94	5.79	2.26	7.29	1.68
complex	1689	5.00	1.59	5.38	2	5.25	1.44
compulsive	1690	4.31	2.78	6.17	1.9	4.55	2.07
computer	552	6.35	1.26	4.96	1.8	5.50	1.94
concentrate	78	5.39	1.34	4.61	2.37	5.04	1.89
concerned	1691	3.80	2.04	5.60	2.41	4.00	2.24
concert	1692	7.87	1.13	7.33	1.99	5.93	1.58
concrete	1693	5.33	1.05	3.93	1.71	5.93	1.67
condom	1694	5.62	1.2	6.00	1.71	5.56	1.93
confident	79	8.12	1.31	6.04	2.39	7.96	1.61
confused	80	3.17	1.8	6.27	1.86	4.18	2.08
confusion	1695	2.31	1.03	7.15	1.99	2.38	1.66
conquer	1696	7.33	2.06	7.33	1.61	7.92	1.16
conquest	1697	5.09	1.22	5.73	2.05	5.00	1.73
consoled	81	5.85	1.66	4.20	2.38	4.15	1.84
constructive	1698	6.00	1.85	5.50	1.87	5.43	2.06
contempt	82	3.72	2.23	5.41	2.31	5.00	1.89
contents	83	4.97	0.82	4.44	2.09	4.84	1.63
context	84	5.19	1.33	4.12	2.52	5.38	1.65
continuation	1699	5.43	1.34	4.43	2.65	4.86	1.46
control	1700	6.14	1.23	6.07	2.27	6.14	2.63
controlling	85	3.38	2.17	6.38	2.21	4.65	3.25
convey	1701	5.69	1.49	5.15	1.68	5.92	1.61
cook	697	6.24	2.3	4.62	2.14	4.92	1.53
cookie	1702	8.00	1.2	5.93	2.02	6.13	1.73
cookout	1703	8.08	1.26	6.54	2.22	6.31	1.38
cool	1704	7.07	0.62	4.92	2.25	6.00	1.35
cope	1705	4.71	2.23	4.69	2.46	5.23	2.65
copper	1706	5.27	0.59	3.73	2.15	5.67	1.59
cord	698	5.23	0.87	3.27	2.21	5.00	1.02
core	1707	4.94	0.25	4.00	1.89	5.20	1.47
cork	699	5.27	0.94	3.73	2.41	5.05	1.13
corn	1708	6.40	1.5	4.33	1.63	5.67	1.76
corner	700	4.38	1.12	4.38	1.66	4.36	1.47
corpse	86	2.07	1.58	4.93	3.09	3.93	2.59
corridor	701	4.90	1.02	3.65	2.39	4.90	1.21
corrupt	702	2.52	1.81	4.52	2.2	4.41	2.4
costume	1709	7.60	1.18	5.67	1.95	7.33	1.35
cottage	87	6.83	1.7	2.87	2.42	5.70	1.87
couch	1710	7.38	1.31	3.88	2.33	6.12	2.55
counselor	1711	5.40	1.88	4.40	1.88	4.73	1.62
country	1712	6.46	1.33	5.91	1.22	5.18	1.99
couple	506	7.96	2.03	7.38	1.75	5.96	2.63
coupon	1713	6.36	1.39	4.64	2.27	5.86	2.14
court	1714	2.50	1.88	6.17	2.98	2.75	2.53
courtyard	1715	5.54	1.33	3.83	1.99	5.08	1.93
cousin	1716	7.12	2.06	4.82	2.58	5.18	1.55
cow	554	5.42	1.45	3.85	2.11	4.84	1.68
coward	703	2.73	1.55	4.23	2.31	2.91	1.72
cowboy	1717	6.53	1.6	5.67	1.88	5.47	1.41
coyote	1718	4.33	2.06	5.29	2.76	3.64	2.02
cozy	88	7.30	1.66	3.04	2.25	5.04	2.34
crab	1719	5.00	2.11	4.50	2.47	5.00	1.57
crackers	1720	6.07	1.49	4.21	2.19	5.43	1.16
craft	1721	6.85	1.52	5.92	1.83	5.75	2.18
cram	1722	2.50	1.37	6.38	2.99	3.00	1.75
cranky	1723	2.54	2.4	6.92	1.78	3.83	1.8
crash	89	2.21	1.42	6.93	2.53	3.24	2.25
crave	1724	4.94	1.53	6.00	1.46	4.07	2.05
crazy	1725	6.00	2.18	5.64	2.71	5.07	2.3
create	1726	7.13	1.77	5.60	1.45	5.80	2.11
creek	1727	7.29	1.44	5.29	2.81	4.64	1.82
crime	704	2.33	1.52	5.75	2.45	3.67	2.06
criminal	705	2.62	1.66	5.68	2.4	3.05	1.72
cripple	1728	2.50	1.83	5.42	1.62	3.25	1.66
crisis	706	1.72	1.37	6.08	3.09	2.75	2.51
critic	1729	2.31	1.11	6.15	2.27	3.77	2.92
criticism	1730	2.00	1.24	7.14	2.07	2.21	1.42
critique	1731	4.25	1.65	5.12	2.53	3.19	1.47
crocodile	1732	4.38	1.86	6.25	1.57	3.75	2.02
crossword	1733	5.00	1.41	4.18	1.4	5.18	0.75
crowd	1734	5.33	1.68	5.27	2.05	4.13	2.26
crown	90	6.73	1.43	4.62	2.47	6.42	2.08
crucify	91	2.09	1.75	6.78	2.18	3.72	2.67
crude	707	2.59	1.53	5.14	2.62	3.77	1.97
cruel	92	1.57	0.84	5.96	2.79	3.78	2.84
cruise	1735	7.21	2.01	6.64	1.91	5.57	1.28
cruiseship	1736	7.80	1.42	7.00	2.39	5.07	2.15
crumbs	1737	3.45	1.37	4.45	1.97	5.18	1.17
crunch	1738	5.62	1.41	5.38	1.54	5.69	1.96
crush	1739	6.13	2.13	6.93	1.53	3.60	2.1
crushed	93	1.86	1.28	5.41	3.02	2.68	2.23
crutch	708	3.08	1.55	3.88	2.23	4.08	1.81
cuddle	94	8.15	1.6	3.70	2.52	5.95	2.61
cuisine	709	6.46	1.36	4.08	2	5.35	1.09
cult	1740	1.92	1.71	6.69	2.53	3.31	3.38
culture	1741	6.65	2.03	5.41	2.69	6.00	2.6
cup	1742	5.69	1.25	3.92	2.29	5.00	1.68
cupboard	1743	4.69	1.11	3.69	2.14	5.08	1.32
cupcake	1744	7.50	1.91	6.00	2.88	5.00	2.35
cure	1745	8.77	0.44	7.77	1.24	5.54	2.37
curious	95	5.82	1.7	5.82	1.49	5.32	1.49
curtains	710	4.68	0.99	3.68	1.73	5.00	1.66
curve	1746	4.92	0.95	5.00	1.13	4.92	1.44
custom	96	6.04	1.59	4.65	2.1	5.08	1.81
cut	711	3.58	2.26	5.21	2.21	4.54	1.84
cute	97	7.95	0.94	4.85	2.96	4.85	2.21
cyclone	98	3.00	2.4	6.48	2.9	4.72	2.78
dagger	99	2.60	1.26	6.58	2.44	4.56	2.55
daisy	1747	8.00	1.53	4.23	2.74	4.77	2.49
damage	712	2.45	1.34	6.05	2.21	3.59	1.74
damn	1748	5.00	2.2	5.53	2.23	5.07	1.75
damp	1749	2.92	1.5	3.58	2.07	4.33	2.02
dance	1750	7.79	1.72	6.57	2.14	6.36	2.02
dancer	507	7.46	1.56	6.65	1.92	6.38	2.08
danger	713	1.85	1.29	7.42	2.34	2.92	2.08
dare	1751	5.73	2.02	6.87	2.36	4.20	2.46
dark	714	4.52	2.84	4.29	2.45	5.27	2.45
daughter	1752	6.92	2.4	4.62	2.47	5.23	1.74
dawn	715	6.21	2.25	4.42	2.89	5.33	1.76
day	1753	6.65	1.54	4.76	2.17	5.76	1.64
daylight	716	6.96	2.13	4.50	2.77	5.38	2.17
daze	1754	5.17	1.47	4.55	1.75	4.27	1.42
dazzle	717	7.24	1.14	6.27	2.07	6.05	1.28
dead	588	1.42	0.76	6.04	2.63	2.73	2.25
deadly	1755	2.00	1.26	6.82	2.64	2.91	2.17
death	100	1.55	1.61	4.75	3.29	2.55	2.35
debt	101	2.12	1.21	6.46	2.52	3.04	2.18
decapitate	1756	2.00	1.89	6.47	2.67	2.80	2.24
decay	1757	2.50	1.83	3.93	2.34	3.43	1.7
deceit	718	2.57	1.6	6.00	2.24	3.33	2.18
decency	1758	6.47	1.36	4.27	1.44	5.60	1.5
decompose	102	2.62	1.68	5.00	2.37	3.69	1.85
decorate	719	7.32	1.13	5.52	1.81	6.19	1.72
deed	1759	5.64	1.57	5.18	2.48	5.09	1.76
defeat	1760	3.14	2.48	6.00	2.18	3.29	2.4
defeated	103	2.28	1.79	5.65	3.14	3.19	2.55
defecate	1761	2.67	2.23	5.00	3.04	4.00	1.25
defend	1762	6.00	2.03	6.25	2.18	6.44	2.13
defer	1763	4.07	1.87	4.67	2.69	4.47	2.42
defiant	104	4.11	2.23	6.41	2.34	6.11	2.67
deformed	720	1.85	1.39	4.55	2.46	3.60	1.88
defy	1764	5.50	2.07	4.93	2.62	6.07	1.94
delayed	721	3.00	1.51	6.09	2.52	3.86	2.21
delight	105	8.43	0.84	5.30	3.1	6.13	2.3
delight	1765	8.00	2.14	7.87	1.36	5.67	2.74
delude	1766	4.87	1.25	4.64	1.69	5.43	1.5
demand	1767	3.33	1.35	6.07	1.28	4.00	2.17
democracy	1768	6.93	1.77	5.29	2.23	5.36	2.02
demon	106	1.39	1.03	7.32	2.34	4.78	3.16
den	1769	5.55	0.93	3.64	1.57	5.45	0.93
denial	1770	3.38	1.75	6.47	1.85	3.67	2.13
denote	1771	4.60	1.5	4.33	2.26	4.73	1.53
dent	1772	2.80	1.52	5.80	2.08	4.27	2.09
dentist	589	4.46	2.2	5.85	1.67	4.00	2.3
deny	1773	3.86	1.29	4.71	2.13	3.93	1.21
depart	1774	3.14	2.25	5.21	2.69	3.50	2.18
depressed	107	1.58	1.36	5.06	3.18	2.68	2.34
depression	108	1.27	0.72	4.54	3.35	2.92	2.45
derelict	722	4.10	1.77	4.09	2.18	4.62	1.4
descent	1775	4.73	1.27	4.55	2.11	4.36	1.5
desert	1776	6.25	2.49	5.92	2.31	5.33	2.39
deserter	109	1.90	1.32	5.86	2.63	3.24	2.13
desire	508	7.65	1.5	7.46	1.63	6.77	1.7
desk	1777	4.67	1.29	4.47	1.6	4.87	1.46
despairing	110	2.19	1.06	5.72	2.39	3.12	2.01
despise	111	2.00	1.5	6.52	2.49	4.38	2.97
destroy	112	2.12	1.42	7.04	2.18	4.50	2.93
destruction	723	2.04	1.71	5.58	2.86	3.12	2.14
detach	1778	3.00	1.86	4.42	2.84	4.08	2.81
detached	113	3.88	1.82	4.31	2.65	3.58	2.32
detail	724	5.35	1.69	3.80	2.12	4.95	1.61
detain	1779	3.07	1.49	5.93	1.79	3.07	1.71
detest	114	1.92	1.13	6.15	2.49	5.85	2.81
devil	115	1.96	1.91	6.76	2.33	5.04	2.85
devote	1780	6.71	0.99	5.14	1.61	6.57	1.45
devoted	116	7.52	1.35	5.07	2.34	6.62	2.13
devour	1781	5.80	1.32	4.93	2.12	5.27	1.87
dew	1782	5.71	1.68	3.29	1.9	4.93	1.54
diamond	117	7.92	1.13	5.80	2.97	5.64	2.02
diary	1783	5.91	1.04	3.91	1.7	6.64	1.69
dice	1784	5.67	1.05	4.47	1.88	5.20	1.57
die	1785	1.46	0.97	6.46	2.82	1.85	1.91
difficult	1786	2.00	1	6.38	2.47	4.23	3.39
dignified	118	7.29	1.4	4.62	2.41	6.15	2.39
dinner	509	6.85	1.71	5.35	1.9	5.73	1.91
diploma	119	8.18	1.5	5.68	3.09	6.95	2.55
dirt	725	3.90	1.59	4.15	2.16	4.70	0.98
dirty	590	2.35	1.26	4.58	1.77	4.58	1.75
disability	1787	2.43	1.22	4.93	2.62	2.36	1.55
disappoint	120	2.26	1.42	5.13	2.72	3.13	2.44
disappointed	1788	1.62	1.19	4.69	3.09	2.85	2.38
disappointment	1789	2.07	1.38	4.50	2.93	2.36	1.65
disaster	121	1.20	0.52	6.60	2.89	3.40	2.89
discomfort	726	1.95	0.83	4.65	2.56	4.05	1.9
discount	1790	7.80	1.47	6.73	1.87	6.40	1.59
discouraged	122	3.00	2.68	4.87	1.94	3.87	2.26
disdainful	123	3.56	2	5.22	2.3	4.41	1.98
disease	1791	2.00	1.31	5.20	2.48	2.40	1.59
disgusted	124	2.35	1.4	6.04	2.51	4.04	2.08
disgusting	1792	2.47	0.99	5.13	2.67	3.27	1.94
dishes	1793	3.41	1.23	3.88	2.26	4.76	1.03
disk	1794	5.00	0.43	4.00	1.71	5.67	1.3
disloyal	125	1.65	1.65	7.04	1.78	3.15	2.77
disorder	1795	2.55	1.51	5.36	2.38	2.64	1.5
displeased	126	2.81	2.32	6.15	2.43	3.85	2.27
distracted	1796	4.07	1.98	5.21	2.29	3.36	1.34
distress	1797	2.33	1.99	5.67	1.88	2.93	2.02
distressed	127	1.91	1.28	6.39	2.54	3.17	2.44
disturb	727	3.65	2.19	5.85	2.68	4.88	2.16
diver	510	6.31	1.49	5.12	1.68	4.88	1.93
divert	1798	3.69	1.84	6.00	2.61	4.69	2.32
divorce	128	2.08	1.94	7.16	2.19	2.88	2.01
doctor	129	5.48	2.65	6.04	2.76	4.79	2.85
dog	511	7.46	1.7	6.12	1.93	6.08	2.13
doll	728	6.88	1.83	4.88	2.49	4.96	1.95
dollar	729	7.74	1.28	6.00	2.81	5.74	2.58
donate	1799	7.38	1.45	4.62	2.53	7.08	1.71
donkey	1800	4.85	0.99	3.25	1.91	5.17	1.27
donor	1801	6.83	1.53	5.58	1.93	6.42	1.88
door	130	5.12	1.42	3.42	2.19	4.62	1.83
doubt	1802	2.17	0.94	5.08	2.07	2.67	1.61
doubtful	1803	3.43	1.22	4.43	2.44	3.50	1.4
dough	1804	6.25	1.29	4.38	2.06	6.06	1.69
dove	730	7.32	1.52	3.09	2.49	5.00	1.66
dragon	1805	4.43	1.7	5.00	2.32	4.21	1.93
drama	1806	3.21	2.42	7.00	1.84	5.14	2.38
dreadful	131	2.19	1.9	5.92	2.62	3.50	2.47
dream	132	6.92	1.83	4.62	2.91	6.04	2.03
dreams	1807	7.54	1.27	6.46	2.22	5.38	2.75
dreary	731	2.86	1.71	2.91	2.27	3.81	1.72
dress	133	6.77	1.45	3.65	1.92	5.26	2.03
drill	1808	3.93	1.39	5.67	1.88	4.07	1.22
driver	1809	6.07	1.03	4.73	1.28	6.20	1.93
droop	1810	2.86	1.79	3.29	1.73	4.14	0.77
drown	591	1.88	1.24	6.46	2.02	2.96	2.03
drown	1811	2.09	1.58	7.73	1.42	2.45	2.21
drugs	1812	3.00	1.41	5.93	2.6	4.07	2.63
drunk	1813	6.25	2.72	6.00	2.34	3.12	2.03
dryer	1814	5.00	1.15	3.62	1.66	5.38	1.56
ducks	1815	6.64	1.55	4.77	2.31	5.31	1.18
duct	1816	5.00	1	4.07	2.09	4.93	1.62
duet	1817	6.33	1.29	5.87	1.36	5.20	1.57
dumb	1818	2.86	2.25	4.00	2.38	3.00	1.78
dummy	732	3.76	1.95	4.32	2.36	3.86	2.2
dump	733	2.73	1.61	4.05	2.16	3.62	1.96
dune	1819	5.20	1.86	3.73	2.02	4.53	1.06
dusk	1820	5.36	1.69	3.71	2.13	4.64	1.01
dust	1821	3.38	1.67	4.38	1.59	4.62	1.45
dustpan	555	3.73	1.61	3.50	2.2	5.50	1.96
duty	1822	5.94	1.88	4.75	2.11	5.31	1.85
dwarf	1823	4.79	1.53	4.43	1.7	5.00	1.41
dwell	1824	4.47	1.77	4.60	1.68	5.07	2.05
eager	1825	7.93	1	6.79	2.04	5.36	1.86
eagerness	1826	6.50	2.15	6.92	1.68	5.50	1.83
eagle	1827	5.47	1.13	4.27	1.53	4.80	1.52
earth	134	7.35	1.65	4.32	2.7	5.04	2.23
ease	1828	7.20	1.52	3.87	2.8	6.87	2.36
easel	1829	5.60	1.4	4.73	1.67	5.40	1.84
easy	734	7.11	1.7	3.47	2.82	6.79	1.69
easygoing	135	7.38	1.52	4.43	2.54	5.32	1.74
eat	136	7.05	1.93	5.00	2.49	5.30	2.08
echo	1830	5.88	1.5	4.69	1.58	4.94	1.06
ecstasy	735	7.80	1.88	6.90	2.29	6.25	2.31
ecstatic	1831	8.23	1.69	7.33	2.27	6.17	1.8
education	137	6.80	2.06	5.85	2.52	6.38	2.7
effective	1832	7.06	1.65	5.31	2.65	6.19	2.88
efficient	1833	7.85	1.68	6.46	2.03	6.92	2.9
egg	736	5.42	1.96	4.00	2.22	4.67	2.01
ego	1834	4.53	1.13	4.20	1.61	5.93	1.87
ejaculate	1835	5.55	1.21	6.45	1.63	4.45	1.63
elated	138	7.43	1.95	6.22	2.47	5.52	2.13
elbow	737	5.32	1.17	4.10	2.19	4.95	1.28
elderly	1836	5.31	2.66	4.08	2.47	3.69	1.84
elegant	139	7.56	1.13	4.39	2.55	6.13	2
elephant	1837	6.38	2.22	5.92	2.5	5.54	2.93
elevator	738	5.76	1.48	4.73	1.75	4.62	1.77
embark	1838	6.29	1.68	5.86	2.6	5.86	1.83
embarrass	1839	2.23	1.42	6.69	2.66	2.69	2.56
embarrassed	140	2.43	1.41	5.87	2.69	2.48	1.31
embarrassment	1840	2.27	1.91	7.07	2.02	1.73	1.58
embattled	141	4.15	1.35	5.15	2.43	4.69	1.54
emotional	1841	3.75	1.71	5.50	1.73	3.58	1.68
empathy	1842	5.85	2.61	5.75	2.14	4.92	2.11
empire	1843	6.33	1.45	5.20	1.82	6.07	2.55
employment	147	6.72	1.7	5.20	2.16	6.02	2.22
enable	1844	6.33	1.4	5.07	1.94	5.93	1.39
encourage	1845	7.73	1.62	5.64	2.31	6.86	1.46
end	1846	3.12	1.63	4.81	2.23	3.88	1.45
endure	1847	4.50	1.41	5.50	1.9	4.94	2.14
energy	1848	7.47	1.36	6.60	2.26	6.73	1.49
enforcement	1849	3.87	1.51	5.60	1.64	3.80	2.01
engage	1850	7.00	1.79	6.91	1.51	5.73	2.1
engaged	143	8.34	1.2	7.14	2.09	6.64	2.48
engine	148	5.09	1.23	3.66	2.38	4.97	1.85
engulf	1851	4.92	1.88	5.17	2.04	4.83	2.62
enjoy	1852	8.21	1.37	7.00	1.52	6.64	1.39
enjoyment	145	7.88	1.2	4.80	2.72	6.54	2.02
enlist	1853	3.44	1.67	5.75	1.95	3.69	1.58
ennui	146	5.06	1.82	4.58	2.31	4.55	1.86
enraged	149	2.52	1.68	8.00	2.22	5.86	2.96
enthusiastic	1854	8.57	0.76	7.46	2.37	6.92	1.8
entry	1855	5.71	1.05	4.35	2.18	5.82	1.38
envious	1856	3.21	1.81	5.69	2.36	4.69	2.36
envy	1857	3.19	1.33	5.50	1.75	3.88	1.59
enzyme	1858	4.67	2.06	4.40	2.5	3.87	1.55
erase	1859	4.07	1.49	4.20	1.82	4.87	1.85
erasure	1860	5.12	0.5	4.50	1.59	5.00	0.73
erect	1861	5.69	2.44	6.25	2.29	5.62	2.19
erode	1862	3.43	1.5	4.77	2.28	3.69	2.32
erotic	512	6.73	1.59	6.77	2.03	5.77	2.25
err	1863	3.82	2.35	4.82	2.07	3.88	1.58
errand	150	4.88	1.03	4.08	1.78	4.24	1.42
erupt	1864	5.06	1.48	6.69	2.12	3.69	2.15
essence	1865	7.07	1.49	5.43	2.21	5.86	1.29
estate	1866	5.85	2.08	4.00	2.35	5.15	1.77
evade	1867	4.07	2.15	4.47	2.13	4.73	1.62
event	740	6.00	1.26	4.55	2.19	5.30	0.8
evict	1868	2.91	1.22	6.18	2.27	2.82	1.33
evil	741	2.46	2.35	6.27	2.54	4.62	2.98
exalt	1869	6.40	1.64	5.36	2.71	6.00	1.47
exam	1870	2.07	1.49	7.50	2.38	2.93	2.37
exasperation	1871	4.23	2.13	5.62	2.99	4.23	2.05
excel	1872	7.36	1.74	4.93	2.73	6.79	1.97
excellence	151	8.41	1.02	5.83	2.78	7.24	2.4
excite	1873	7.82	1.25	7.36	1.57	6.09	1.51
excitement	152	7.83	2.09	8.07	1.46	6.48	2.29
excrement	1874	4.12	2.47	5.29	2.42	4.53	1.81
excuse	153	4.19	1.02	4.20	2.02	4.32	1.95
execution	154	1.78	1.54	5.83	2.77	4.00	2.95
exercise	155	7.26	1.36	6.65	1.99	5.43	2.25
exert	1875	5.09	1.7	5.64	2.01	6.00	1.34
exhale	1876	6.08	1.98	4.27	1.68	6.36	1.8
exhaust	1877	3.69	1.74	3.69	2.09	4.25	1.53
exhilaration	1878	7.36	1.6	6.64	2.71	6.07	1.9
exist	1879	6.46	2.03	5.15	2.48	5.00	2.31
expel	1880	2.53	1.46	5.93	1.94	3.33	2.26
expensive	1881	5.31	2.5	6.92	1.24	4.67	2.27
expert	1882	6.27	2.05	4.73	2.19	5.73	2.81
expire	1883	3.40	1.35	4.27	2.15	4.67	1.91
explosion	1884	4.54	3.36	8.00	1.73	3.31	2.75
extent	1885	5.29	0.59	3.82	2.01	5.00	1.41
extreme	1886	6.08	2.54	7.75	1.66	5.08	1.83
eye	1887	6.15	1.72	5.17	1.99	4.83	1.53
fabric	742	5.38	0.97	4.32	2.15	5.24	1.76
face	556	6.65	1.41	5.31	2	6.04	1.59
fact	1888	5.62	1.45	4.92	1.44	4.83	1.34
factory	1889	3.46	1.51	4.17	1.59	4.17	2.21
fad	1890	4.45	1.44	3.36	1.91	4.27	1.56
fail	1891	1.93	2.15	6.67	2.79	2.80	2.54
failure	156	1.36	0.81	5.52	2.86	2.24	2.33
fair	1892	7.20	1.52	5.67	1.68	5.87	1.92
fairy	1893	6.60	1.35	4.60	1.99	5.53	1.64
faith	1894	7.60	1.35	6.27	2.43	5.67	1.8
fake	1895	2.75	1.44	4.88	2.39	4.44	1.93
falcon	1896	5.07	1.9	4.00	2.2	5.69	1.25
fall	743	4.32	2.23	4.81	2.32	3.71	2.17
false	744	3.30	1.22	3.60	1.96	3.80	1.44
false	1897	3.53	1.84	4.65	2.06	3.76	1.44
falter	1898	3.69	1.45	4.88	2.78	3.69	2.09
fame	157	7.93	1.31	7.14	1.96	7.00	2.11
family	158	7.77	1.37	4.64	2.81	6.00	1.92
famine	1899	1.79	1.12	5.71	2.73	2.07	1.59
famous	745	6.69	2.49	5.68	2.66	6.12	2.27
fan	1900	6.69	1.6	6.00	2.09	5.25	1.91
fantasy	746	7.42	2.16	4.54	2.94	6.23	2.14
farm	557	5.65	1.74	4.19	1.96	5.50	1.94
farmer	1901	5.27	1.79	3.87	2.07	6.33	1.8
fascinate	159	7.44	1.39	5.72	2.82	6.38	1.98
fashion	1902	7.64	1.65	6.71	2.3	6.43	1.79
fat	160	1.75	1.62	6.50	2.54	3.60	3.07
fate	1903	6.07	2.05	6.13	2.13	4.07	2.89
father	161	7.26	2.24	6.22	2.35	6.83	2.21
fatigued	162	3.05	1.54	2.60	2.39	3.30	1.66
fault	747	3.75	1.07	4.45	1.36	3.95	1.23
favor	748	6.36	1.53	4.23	1.8	5.86	1.67
fawn	1904	6.25	1.73	3.75	2.11	4.62	1.15
fear	592	1.85	1.22	7.19	1.86	2.62	1.88
fearful	163	2.31	1.26	6.65	2.23	3.69	2.35
feat	1905	5.38	1.85	5.15	1.14	5.15	2.12
feeble	164	3.04	1.28	4.20	1.83	2.60	1.66
feeling	1906	6.82	1.33	5.36	1.69	6.27	1.27
feet	1907	4.13	2.2	4.20	1.78	6.00	1.93
female	1908	7.60	1.4	4.93	1.98	6.07	1.44
fence	1909	4.77	0.6	3.85	1.82	4.31	1.11
fender	1910	4.00	1.62	4.43	2.5	4.64	1.15
fern	1911	5.33	1.5	3.93	1.87	5.20	1.42
fervor	1912	5.15	0.99	5.00	1.95	4.45	1.51
festive	749	7.32	2.79	6.54	2.44	5.84	2.34
fetus	1913	5.31	1.65	5.54	2.03	5.77	2.49
feud	1914	2.81	1.68	6.38	2	3.94	1.95
fever	750	2.48	1.66	4.73	2.64	3.38	2.48
field	558	6.31	1.49	4.12	2.58	6.00	2.12
fig	1915	5.60	1.45	3.93	2.34	5.00	1.69
fight	751	2.65	2.06	7.40	2.01	4.80	2.97
film	1916	7.46	1.61	5.46	2.15	5.08	1.8
filth	165	2.04	1.37	5.85	2.44	3.38	2.25
financial	1917	4.08	2.57	5.75	2.96	2.83	1.64
finger	752	5.30	1.45	3.50	2.7	4.85	1.35
fingerprint	1918	4.93	0.8	4.00	2.1	4.80	0.94
finish	1919	7.21	1.93	5.36	2.87	6.57	2.41
fire	166	2.85	2.15	7.44	1.94	4.20	2.78
firefighter	1920	7.27	1.44	6.60	1.88	6.07	2.46
fireplace	1921	6.81	2.01	4.06	2.49	5.44	1.67
fireworks	513	7.31	1.78	6.77	2.12	5.46	1.94
first	1922	7.33	1.72	6.58	2.27	7.58	2.39
fish	559	5.88	1.66	4.15	1.85	5.58	1.53
fisherman	1923	5.44	1.82	4.06	1.65	5.31	1.4
fitting	1924	5.18	1.47	4.36	1.96	4.82	0.87
flabby	167	1.52	0.82	5.68	2.9	2.54	1.94
flag	753	6.14	1.46	3.86	2.29	5.36	1.33
flare	1925	5.53	2.07	5.20	2.21	4.60	1.3
flaunt	1926	5.31	2.46	6.75	2.01	5.67	2.77
flaw	1927	2.77	1.3	4.85	2.12	2.54	1.45
flea	1928	3.24	2.33	5.00	2.47	4.12	1.58
flee	1929	3.20	1.9	5.73	2.43	3.73	1.79
flight	1930	6.69	1.14	5.81	1.56	5.00	1.51
flirt	754	7.57	1.36	6.91	1.77	6.05	2.6
flock	1931	5.87	1.19	5.07	1.49	4.87	1.6
flood	755	2.68	1.64	6.09	2.07	2.64	1.79
flow	1932	5.86	1.03	3.07	1.94	5.93	1.54
flower	168	7.00	1.85	3.65	2.53	5.12	2.41
flu	1933	2.12	2.16	4.81	2.2	2.00	1.55
fluffy	1934	7.29	1.14	3.86	2.41	5.21	0.43
flute	1935	5.69	1.35	4.31	2.21	5.06	1.44
fly	1936	7.71	1.33	6.93	1.86	5.29	2.46
foam	756	6.67	2.2	6.18	2.48	5.38	2.31
foe	1937	3.00	1.89	6.33	2.64	5.20	1.82
folly	1938	4.57	1.16	4.00	1.75	4.71	1.07
food	514	7.42	1.65	6.42	1.58	5.65	2.78
foolish	1939	3.18	1.47	4.09	1.7	4.64	1.96
foot	757	5.00	1.02	3.12	2.08	4.85	1.19
football	1940	7.00	1.41	5.45	2.11	5.09	2.12
forbid	1941	2.87	1.46	5.07	2.6	3.80	1.9
forceful	1942	3.12	1.36	5.75	1.77	3.81	2.51
forest	1943	6.31	1.55	4.92	2.06	4.62	1.85
forget	1944	2.21	1.12	5.54	2.07	2.85	1.28
forgive	1945	7.17	1.75	4.92	1.68	5.58	2.02
fork	560	5.12	0.82	3.88	1.68	5.65	1.74
fornicate	1946	4.27	2.52	6.40	1.64	5.33	1.88
foul	169	2.73	1.73	4.76	2.05	4.38	2.04
fragrance	170	5.96	2.31	4.19	2.45	4.85	1.93
fraud	171	2.65	1.67	5.92	2.65	3.15	2.36
free	172	8.48	0.9	5.17	3.11	6.65	2.31
freedom	173	7.62	2.3	5.08	3.01	7.00	2.43
freeway	1947	5.53	1.92	6.00	2.07	5.07	1.87
freezer	1948	4.83	1.9	4.58	1.88	4.67	1.37
frenzy	1949	4.77	1.24	7.08	1.8	3.62	1.66
friend	174	8.12	1.21	5.35	2.84	7.04	1.78
friendly	175	8.50	1.14	5.28	3.23	5.80	2.43
fries	1950	7.12	2.32	5.12	2.55	6.24	1.68
fright	1951	3.27	1.62	6.09	1.76	3.73	1.68
frightened	1952	2.40	1.64	7.27	2.09	2.53	1.73
frigid	758	3.54	2.16	4.85	2.57	4.15	2.09
frog	176	5.62	1.98	4.38	1.96	5.19	2.15
frolic	1953	6.62	2.14	6.08	1.93	5.62	2.14
frosting	1954	7.64	1.39	5.57	1.55	5.57	1.5
frown	1955	1.60	1.18	4.87	2.29	3.47	1.77
fruit	1956	7.25	1.69	4.62	2.45	6.06	1.95
frustrated	177	2.31	1.72	5.65	2.92	3.35	2.24
frustration	1957	2.27	1.42	5.91	3.11	2.36	1.5
fulfilled	1958	7.47	1.6	4.71	2.95	7.29	1.77
fun	759	8.50	0.86	7.32	2.06	6.82	1.89
funeral	178	1.23	0.87	5.55	3.38	3.14	2.73
fungus	179	2.65	1.87	4.91	2.45	3.91	2.02
funny	1959	8.75	0.62	7.50	1.57	6.00	2.13
fur	180	4.00	1.81	4.48	2.47	4.09	1.88
furious	1960	1.54	0.88	8.23	1.79	5.31	3.38
furnace	1961	5.06	1.81	4.62	1.89	4.75	1.24
furniture	1962	6.40	1.72	4.29	2.92	5.93	1.44
