Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD
memory	274	6.40	1.5	5.40	2.04	5.10	2
men	2202	7.86	1.46	6.93	1.82	5.71	2.43
menace	275	2.68	1.55	5.72	2.21	4.81	2
mend	2203	6.14	1.79	5.62	1.56	5.77	1.48
menu	2204	6.40	1.88	4.80	2.27	6.13	1.77
mercy	2205	6.06	1.98	5.18	2.13	3.53	2.76
merger	2206	4.94	0.85	4.06	1.65	5.06	1.06
merry	872	8.09	1.6	5.50	2.72	6.45	1.97
messy	873	3.16	1.64	3.79	2.72	4.00	1.53
metal	874	4.80	1.01	3.75	2	5.40	0.94
meteor	2207	5.33	2.19	5.40	2.69	3.27	1.83
method	875	5.20	1.4	3.25	2.02	5.05	1.1
midnight	2208	7.77	1.24	6.46	2.3	5.46	1.27
mighty	276	6.88	2.3	5.81	2.23	7.40	2.1
mildew	277	3.08	1.44	4.08	1.81	4.27	1.89
mile	2209	4.64	2.31	4.14	2.38	5.07	2.27
military	2210	5.36	2.29	5.45	1.81	4.18	2.23
milk	876	5.45	2.31	2.80	2.09	5.50	1.1
millionaire	278	7.92	1.47	6.35	2.54	7.19	2
mind	877	6.85	1.53	4.75	2.67	6.40	1.96
mingle	2211	7.06	1.18	5.81	1.83	5.62	1.41
miracle	279	8.72	0.61	7.72	1.81	5.32	2.53
mischief	878	5.73	2.21	5.77	1.77	5.57	1.89
miserable	2212	1.60	1.35	5.60	2.87	1.93	1.39
misery	879	1.59	1.62	5.36	2.74	2.18	1.26
missiles	2213	2.08	0.95	7.15	1.63	1.77	1.01
mistake	880	2.54	1.47	5.21	2.41	3.17	1.99
mitten	2214	5.58	1.38	4.25	2.3	4.42	1.44
mob	2215	3.29	1.59	6.08	1.78	2.75	1.54
mobility	881	6.95	1.7	4.59	2.24	6.41	1.47
model	2216	6.14	1.99	4.86	2.74	4.50	1.83
modest	280	5.81	1.3	3.65	2.31	4.85	2.38
moist	2217	5.14	1.7	3.93	2.46	4.71	0.99
mold	882	3.19	1.63	4.14	2.4	4.14	2.03
molest	2218	2.00	1.71	4.57	3.18	2.29	1.73
moment	281	5.92	1.63	3.38	2.08	4.73	1.87
money	282	7.45	1.35	6.00	2.51	6.21	2.25
monk	2219	4.31	1.89	3.23	1.79	5.69	2.14
monopoly	2220	6.00	1.47	4.62	1.66	5.14	2.25
month	283	5.07	1.16	4.00	1.83	4.86	1.27
mood	2221	5.87	1.6	5.00	1.85	5.47	1.6
moody	883	2.96	1.57	4.33	2.5	4.25	1.57
moon	2222	7.00	1.46	5.00	1.88	5.57	1.79
moral	884	6.45	1.15	4.40	2.21	6.00	2.13
morale	2223	6.46	2.15	5.77	2.45	5.31	1.97
morbid	284	2.62	2.14	5.22	2.77	4.19	2.71
morgue	285	1.70	1.15	5.26	3.09	3.04	1.72
moron	2224	3.87	2.2	5.40	1.84	4.20	2.18
morsel	2225	5.69	2.5	4.62	2.31	5.75	2.38
mosquito	885	2.30	1.38	4.85	2.68	4.30	1.92
moss	2226	4.71	0.99	2.79	1.76	4.43	1.28
motel	2227	4.54	2.93	5.08	2.36	4.38	2.29
moth	2228	4.29	2.2	3.92	2.43	5.31	1.8
mother	286	8.74	0.75	6.74	2.38	6.52	1.97
motorcycle	2229	4.67	2.58	6.27	2.31	4.67	2.16
mountain	287	6.86	1.52	5.27	2.39	4.95	2.01
mourn	2230	1.57	2.14	6.93	2.34	2.86	2.14
mouth	2231	5.54	1.85	5.15	2.61	6.00	1.87
movie	288	6.93	1.49	4.86	2.67	5.17	1.73
mucus	886	2.80	2.12	3.40	2.46	4.40	1.73
mud	2232	5.00	1.95	3.67	1.87	4.83	1.11
muddy	887	4.15	2.2	4.44	2.24	4.68	1.97
muffin	888	6.77	2.14	5.19	2.5	5.48	1.69
muffle	2233	4.07	1.44	4.67	2.09	4.07	1.33
mug	2234	5.33	1.95	4.27	2.37	5.60	2.13
mule	2235	5.45	1.37	4.09	2.12	5.18	0.98
murderer	289	1.42	0.81	7.42	2.14	3.50	2.97
muscular	290	7.09	1.35	5.29	2.15	6.45	2.16
museum	889	5.62	1.63	3.00	1.76	5.24	1.67
mushroom	567	5.50	2.18	4.50	2.2	5.19	2.14
music	291	8.43	0.9	5.13	3.48	6.87	2.46
musician	2236	7.85	1.28	6.69	1.38	5.69	1.49
mutation	890	3.56	2.33	4.85	2.62	3.84	2.21
mutilate	292	1.97	1.57	6.03	3.13	3.00	2.51
mutilation	2237	1.36	1.08	5.86	2.93	2.21	1.53
mystic	891	6.04	2.35	5.38	2.79	5.58	1.95
myth	2238	5.62	2.06	5.77	2.65	4.54	0.88
nab	2239	4.00	1.34	5.27	0.65	5.00	0.89
nag	2240	3.19	1.94	5.00	2.39	4.12	2
nail	2241	5.07	1.38	4.14	2.07	4.71	1.07
naked	892	5.83	2.62	5.78	2.49	5.52	1.9
name	893	5.21	2.47	3.83	2.43	5.00	1.84
napkin	2242	5.00	0.35	3.24	1.95	5.18	1.01
narcotic	894	4.09	2.58	5.33	2.65	4.19	2.69
nasty	895	3.12	2.39	4.84	2.54	4.96	2.44
nation	2243	6.53	1.66	4.47	2.27	5.53	2.37
natural	896	6.62	1.6	3.62	2.38	5.58	1.7
nature	293	7.77	1.34	4.24	2.45	4.92	2.41
necklace	2244	6.81	1.28	4.62	2.22	5.44	2
nectar	294	6.96	1.4	4.08	2.33	4.38	1.47
needle	897	3.62	1.83	5.62	3.09	3.85	2.2
neglect	898	1.90	1.12	5.15	2.52	3.75	2.59
nerves	2245	3.59	1.7	6.82	2.43	3.88	2.18
nervous	899	2.91	1.54	7.50	1.74	3.05	1.81
nestle	2246	6.93	1.79	4.00	2.1	6.40	1.72
net	2247	4.88	1.5	4.38	2.25	4.62	1.82
neurotic	900	4.08	2.36	5.42	2.89	4.40	2.25
news	901	5.10	1.87	5.73	1.72	4.10	1.79
newspaper	2248	5.87	1.3	4.33	1.59	5.47	1.85
nice	902	6.35	2.88	4.12	2.49	5.24	2.37
niece	2249	6.29	1.98	4.21	2.33	5.14	1.46
night	2250	5.87	2.5	6.67	2.41	4.60	2.1
nightmare	295	1.57	1.53	7.65	2.48	3.09	3.01
nine	2251	4.85	0.38	4.08	1.8	5.54	1.56
nip	2252	4.42	1.24	4.75	1.14	4.67	1.07
nipple	903	5.48	1.66	4.73	2.46	5.40	1.83
noise	2253	5.00	2.22	4.83	2.48	4.50	2.11
noisy	904	4.95	2.15	6.59	1.84	4.91	1.8
nonchalant	296	4.77	0.86	3.12	1.93	4.38	1.44
nonsense	905	4.18	1.44	3.55	1.92	4.41	1.47
noon	2254	6.33	1.23	4.33	1.5	5.08	0.9
noose	906	3.35	1.6	4.05	1.96	4.35	1.9
nose	2255	4.50	1.4	4.64	1.65	4.93	1.38
nosey	2256	3.62	1.8	4.64	2.11	3.64	1.8
nourish	907	6.70	1.42	4.15	2.76	5.95	1.61
novel	2257	6.46	1.13	5.42	1.73	5.67	1.23
novice	2258	4.23	1.36	3.69	1.97	4.38	2.47
nozzle	2259	4.47	1.73	4.67	1.72	4.73	2.15
nuclear	2260	2.38	1.66	5.31	2.66	3.62	2.43
nude	520	5.88	0.91	5.73	1.59	5.12	2.03
nudist	2261	5.59	1.7	5.47	2.29	5.29	2.28
nuisance	908	2.85	1.87	4.60	2.96	4.16	1.91
number	2262	5.23	0.6	4.00	1.78	5.31	1.65
nun	909	5.23	2.05	2.81	1.86	4.92	1.83
nurse	538	5.77	2.16	4.81	1.77	4.65	2.33
nursery	910	6.31	2.45	4.64	3.03	5.48	2.42
oasis	2263	8.15	1.41	5.38	3.18	6.38	1.66
oath	2264	5.73	1.75	5.13	1.64	4.93	1.98
obesity	911	2.81	2.14	4.52	3.02	3.52	2.55
obey	912	4.52	1.78	4.38	1.4	4.14	2.44
object	2265	5.00	0	3.36	1.96	5.00	0
obnoxious	913	3.05	2.5	5.00	2.77	5.19	2.71
obscene	914	3.48	2.12	4.62	2.25	4.16	1.99
obsessed	2266	3.07	1.69	5.85	2.23	4.69	2.29
obsession	915	3.69	1.89	6.19	2.43	4.23	2.23
obstinate	2267	4.86	1.88	4.43	1.74	4.50	1.4
ocean	297	7.28	1.83	4.76	2.87	5.83	2.59
octopus	2268	6.40	1.8	4.80	2.11	5.47	1.25
odd	916	4.46	2.25	4.12	2.44	4.79	1.79
odor	2269	2.44	1.67	5.38	1.82	3.56	1.55
offend	917	2.23	1.23	5.41	2.48	3.45	2.11
office	568	5.19	1.27	4.08	2.04	5.88	2.01
officer	2270	3.54	1.66	5.69	1.93	3.77	2.65
oil	2271	4.71	1.49	3.38	2.4	4.92	2.14
old	2272	3.00	2.08	3.29	1.68	2.64	1.5
omelet	2273	6.55	1.51	4.27	2	5.36	1.21
omit	2274	4.00	1.9	4.27	2.2	4.73	2.69
onion	2275	4.00	2	4.93	2.37	4.60	0.91
opera	2276	4.82	2.19	3.94	2.54	5.06	1.71
opinion	298	6.58	1.47	5.08	2.4	5.16	1.97
opportunity	2277	7.81	0.83	6.44	1.79	6.69	1.54
oppose	2278	4.14	1.61	5.36	2.31	4.71	2.43
optimism	918	7.80	1.7	5.90	2.59	6.85	1.93
optimistic	2279	8.31	0.95	6.15	2.54	7.69	1.32
option	919	6.76	1.37	4.95	1.83	6.73	1.64
orange	2280	6.62	1.45	5.38	2.09	5.07	1.98
orangutan	2281	6.67	1.29	4.60	2.53	4.93	0.46
orchestra	299	6.31	1.49	3.75	2.38	5.07	1.92
ordeal	2282	3.73	1.42	5.40	1.07	4.36	0.67
organ	2283	4.80	1.42	4.87	1.73	4.33	1.18
orgasm	920	8.19	1.36	8.27	1.08	6.95	2.04
orphan	2284	1.87	1.6	5.60	1.5	3.80	1.86
ounce	2285	5.00	0.39	3.31	1.84	4.64	1.82
outdoors	521	7.58	1.21	6.35	2.45	6.23	2.18
outlet	2286	5.47	1.68	4.00	2.56	5.93	1.83
outrage	921	3.35	2.03	7.15	2.18	5.80	2.65
outstanding	922	7.96	1.9	6.44	2.6	6.38	2.5
oven	2287	5.92	1.38	4.36	1.57	6.00	1
overcast	923	3.33	1.65	2.95	1.77	4.14	1.62
overweight	2288	1.42	0.79	6.42	2.39	4.33	3.37
overwhelmed	300	3.88	2.64	7.29	1.97	3.41	2.41
owe	2289	3.36	2.06	5.86	2.32	2.93	1.44
owl	522	5.58	1.33	3.96	1.73	5.65	1.72
pacify	2290	6.80	1.7	4.40	2.35	5.80	2.04
packet	2291	4.27	1.27	3.45	2.21	4.55	1.29
pact	2292	6.40	1.4	5.00	2.24	6.07	1.33
pail	2293	5.25	0.45	3.92	1.68	5.83	1.27
pain	301	1.54	1.63	7.12	2.52	3.27	2.72
paint	924	6.05	1.8	3.86	2.41	5.86	1.9
painting	2294	6.92	1.93	4.17	1.99	6.00	1.54
palace	302	7.65	1.5	5.29	2.71	5.48	2.28
pale	2295	3.00	1.52	3.43	1.74	4.36	1.08
pamphlet	925	4.73	0.98	3.81	2.09	4.62	1.24
pan	2296	5.64	1.5	4.64	2.06	5.64	1.74
pancakes	523	5.62	2.14	4.19	2.3	5.35	1.72
pang	2297	3.75	1.91	6.19	2.17	4.07	1.33
panic	601	2.73	1.69	7.50	1.56	2.85	1.35
pant	2298	4.23	2.05	5.54	2.15	4.08	2.5
pantry	2299	6.41	1.18	4.41	2	5.41	1.8
pantyhose	2300	5.29	2.05	4.93	1.94	5.43	1.99
paper	303	5.13	1.14	2.52	1.78	4.48	1.75
paradise	304	8.85	0.37	4.40	3.28	5.55	3
paralysis	926	1.64	1.09	4.64	2.9	2.55	1.84
parch	2301	3.71	2.02	4.92	2.36	4.46	2.18
parlor	2302	5.27	1.44	3.27	1.83	5.00	0.76
parrot	2303	6.81	1.76	5.12	2.09	4.62	2.13
part	927	5.12	1.93	3.23	2.42	4.88	1.68
party	305	8.35	1.7	6.76	3.06	6.00	2.57
passage	928	5.12	1.58	4.31	2.26	4.85	1.16
passion	306	8.10	1.32	7.10	2.78	6.10	2.26
passive	2304	4.40	1.88	3.64	2.02	3.93	2.27
pasta	524	6.69	1.62	5.00	2	5.92	1.79
pastry	2305	7.29	2.33	5.79	2.12	5.29	2.46
patent	307	5.10	0.86	3.68	1.81	4.68	1.68
path	2306	5.80	1.26	5.47	2.07	5.80	1.97
patient	929	5.86	1.82	4.23	2.52	5.52	2.46
patio	2307	5.93	0.88	3.33	1.76	5.40	1.59
patriot	930	6.59	1.56	4.05	2.34	5.32	1.09
patriotic	2308	6.09	2.26	5.18	2.79	6.00	1.73
patriotism	2309	6.86	1.96	5.86	2.88	6.36	2.53
pea	2310	5.53	0.99	3.33	2.29	6.20	1.7
peace	308	8.20	1.2	2.05	2.04	5.20	3.35
peaceful	2311	7.80	1.42	3.07	2.37	5.93	1.71
peanut	2312	5.31	2.25	3.92	1.89	4.77	1.83
pear	2313	6.83	1.7	3.67	2.53	4.75	2.18
pecan	2314	5.77	1.59	4.62	1.76	5.54	1.2
pee	2315	5.25	1.44	4.53	2	5.94	1.98
peep	2316	4.77	2.01	3.92	1.75	5.08	1.85
penalty	931	2.55	1.43	5.55	2.21	3.65	1.27
pencil	309	5.19	0.69	3.19	1.92	4.88	1.95
penis	932	6.25	1.71	6.00	2.45	5.90	1.68
penny	2317	4.81	1.68	3.47	2.13	5.13	1.73
penthouse	933	6.73	1.67	4.91	2.47	6.18	1.56
people	525	7.77	1.63	6.73	2.15	6.19	2.37
perfection	310	6.97	2.1	6.32	2.56	6.58	2.33
perfume	934	7.23	1.38	4.91	2.35	5.86	1.91
period	2318	3.29	1.64	3.79	2.19	3.21	1.85
perish	2319	2.40	1.55	5.53	2.5	2.87	1.6
permit	2320	6.31	1.66	4.94	1.69	5.50	2.5
person	311	6.22	1.84	4.42	2.66	5.13	2.05
personality	2321	7.77	1.48	6.92	1.78	5.42	2.68
pervert	312	2.08	1.41	6.28	2.49	4.35	2.9
pessimism	2322	2.93	2.49	5.20	2.43	4.53	2.56
pest	313	2.76	1.59	5.77	2.08	5.52	1.92
pester	2323	2.53	1.6	5.47	2.39	4.67	1.45
pet	935	7.80	1.4	5.15	2.62	6.10	2.47
phase	936	5.14	1.06	4.57	1.47	4.55	1.77
photo	2324	7.07	1	6.14	1.99	5.93	1.33
picket	2325	5.20	0.77	4.00	2.07	5.40	1.12
picnic	2326	7.46	1.05	5.50	2.24	5.58	1.56
pie	314	6.38	2.16	3.81	2.53	5.42	2.14
pier	2327	6.93	1.75	5.80	2.6	6.13	1.77
pierce	2328	4.47	2.13	6.27	2.52	4.80	2.14
pig	937	5.05	1.82	3.65	2.48	4.55	1.47
pigeon	2329	4.23	2.24	4.83	2.29	5.33	1.61
pill	2330	4.47	1.41	4.43	1.55	5.14	1.29
pillow	315	7.95	1.61	2.45	2.04	4.60	2.23
pilot	2331	5.85	1.68	4.92	2.99	4.92	2.25
pin	2332	4.80	1.57	4.73	2.02	4.53	1.73
pinch	938	3.25	1.52	4.35	1.84	4.30	1.66
pint	2333	5.57	1.02	4.77	1.24	5.23	0.83
pipe	2334	4.92	1.89	3.92	2.18	6.23	1.69
pistol	939	2.73	1.8	6.09	2.45	3.41	2.36
pity	940	3.05	1.62	4.14	2.22	3.81	1.63
pizza	526	6.50	2.14	5.38	2	6.04	1.75
plain	941	4.00	1.58	3.68	2.4	4.71	2
plan	2335	6.47	1.46	5.40	2.72	6.20	1.7
plane	539	6.54	1.82	6.20	2.42	4.77	2.37
planet	2336	5.69	1.7	4.25	2.05	4.81	1.38
plant	316	5.88	2.08	3.81	2.48	4.88	2.29
plate	2337	5.40	1.35	3.73	2.12	5.40	2.13
play	2338	8.53	0.92	7.47	1.6	7.00	1.77
plaza	2339	6.23	1.3	5.00	1.41	5.17	0.58
plea	2340	4.17	1.4	5.36	1.29	4.55	2.58
plead	2341	3.40	1.8	5.33	2.23	3.80	2.27
pleased	2342	8.23	1.96	6.69	2.81	7.00	2.12
pleasure	317	8.38	0.86	5.59	2.96	6.28	2.31
pledge	2343	6.27	1.85	5.27	2.83	4.27	2
plod	2344	4.67	1.18	4.14	1.96	4.64	2.13
poach	2345	3.53	1.46	5.53	1.51	4.67	1.54
poem	2346	6.86	1.29	4.29	2.4	5.57	1.16
poet	2347	6.77	1.64	5.67	2.1	4.58	1.73
poetry	318	6.23	1.66	3.76	2.63	5.28	2.07
poise	2348	7.13	1.73	5.07	2.31	6.33	1.76
poison	319	1.81	1.06	6.62	2.86	3.27	2.69
poker	2349	5.86	1.92	5.36	2.24	5.43	1.22
pole	2350	5.27	0.8	4.47	1.36	5.53	1.25
police	2351	3.80	1.97	6.33	1.95	3.13	1.73
policy	2352	4.60	1.59	4.33	2.47	4.20	1.7
politeness	320	7.43	1.04	3.74	2.38	6.13	1.87
politics	2353	3.69	1.49	5.62	2.43	3.77	2.2
pollen	2354	3.12	1.59	4.56	2.37	3.81	1.38
pollute	321	1.77	1.07	6.04	2.59	4.50	2.57
pollution	2355	2.07	1.28	5.13	2.53	3.53	2.5
pond	2356	5.93	1.38	4.00	2.04	5.14	0.53
pony	2357	6.69	1.93	5.00	2.8	5.31	1.75
pool	2358	8.00	1.41	5.57	3.03	5.86	2.21
poor	2359	2.07	2.2	5.23	2.98	2.69	2.59
popcorn	2360	6.69	1.84	4.83	2.25	5.50	1.51
porch	2361	6.31	1.75	4.08	2.36	5.15	1.34
pork	2362	5.25	1.13	3.75	2.02	5.19	2.01
porpoise	2363	6.60	1.55	5.20	1.7	5.07	1.62
position	2364	5.93	1.22	5.57	1.91	6.36	1.65
positive	2365	8.07	1.03	5.20	2.27	6.67	1.8
poster	942	5.25	1.59	3.33	2.08	4.88	1.7
potential	2366	6.94	1.18	6.00	2.19	6.56	2.34
pout	2367	3.50	2.21	4.62	2.33	4.15	2.12
poverty	322	1.46	0.76	4.84	2.75	2.80	2.24
power	323	6.12	2.42	6.44	2.06	7.28	2.11
powerful	324	6.81	1.74	5.80	2.75	7.12	2.59
prairie	325	5.93	1.33	3.26	1.93	4.39	1.89
praise	2368	8.13	1.19	6.33	2.06	6.93	2.31
pray	2369	6.53	2.36	3.93	2.69	5.00	2.62
prayer	2370	7.38	1.94	6.50	2.11	5.75	2.83
preach	2371	5.67	2.74	6.25	2.42	4.83	2.25
prefer	2372	5.87	1.88	4.53	1.77	5.27	1.62
pregnant	2373	4.00	3.05	6.33	3.03	4.92	2.97
preoccupied	2374	2.92	0.95	5.69	1.38	3.08	1.75
present	943	7.32	1.64	4.68	2.59	6.14	1.67
president	2375	4.93	2.12	5.73	1.83	3.73	2.43
press	2376	4.88	1.02	5.00	1.2	4.67	0.62
pressure	944	3.27	1.93	6.55	2.15	3.77	2.41
prestige	945	7.09	2.14	5.59	2.38	6.77	2.11
pretty	326	7.85	1.09	5.37	2.31	6.05	2.11
price	2377	3.60	1.3	4.40	2.29	3.47	1.51
prick	946	3.45	1.65	5.27	2.31	4.24	1.7
pride	327	7.22	2.03	5.84	2.26	7.28	2.08
priest	328	6.65	1.65	3.71	2.71	4.88	1.96
prince	2378	7.67	1.63	6.93	1.82	5.50	2.24
princess	2379	7.59	1.73	5.29	2.54	7.18	1.81
prison	329	1.97	1.15	5.61	2.22	4.04	2.32
privacy	330	5.96	1.48	4.23	1.7	6.12	1.51
problem	2380	2.42	1.83	6.67	1.72	4.33	2.77
procedure	2381	4.43	1.79	4.21	2.36	4.50	1.65
profit	331	7.54	1.21	6.27	1.8	5.65	2.37
progress	947	8.00	1.3	6.29	2.53	7.18	1.92
promotion	332	8.28	0.96	6.74	2.41	6.77	2.31
propeller	2382	4.86	1.17	4.21	2.33	4.86	1.29
proper	2383	6.08	2.15	3.67	1.56	4.58	2.43
prose	2384	5.62	1.66	3.69	2.18	5.08	1.75
prostitute	2385	3.73	2.1	5.73	2.1	4.82	1.33
protected	333	8.12	1.09	4.08	3.29	6.19	2.95
proud	334	8.00	1.78	5.39	3.23	6.74	2.78
pry	2386	3.27	1.62	5.07	2.19	4.47	1.64
pub	2387	6.13	1.68	5.33	2.26	6.20	1.66
puddle	2388	5.33	1.3	4.83	1.47	4.50	1.31
pulp	2389	4.87	2.59	3.67	2.06	5.07	1.39
pulpit	2390	5.29	1.14	3.57	2.03	5.07	0.62
pun	2391	6.29	2.13	4.71	2.2	5.07	1.77
pungent	948	3.50	2.01	4.30	2.18	4.45	1.28
punish	2392	1.69	1.11	6.54	2.47	2.85	2.64
punishment	335	2.12	1.37	6.00	2.37	3.48	2.38
punk	2393	4.86	1.75	4.00	2.45	5.29	2.02
puppy	336	7.66	1.74	5.76	2.85	5.76	2.31
purify	2394	6.86	1.88	4.57	2.41	5.57	0.94
pus	602	2.88	1.68	4.73	1.85	4.31	1.54
pushy	2395	2.93	1.75	6.40	1.72	3.73	2.58
putrid	337	2.12	1.62	5.88	2.23	4.92	2.12
python	949	3.12	2.12	6.62	2.12	3.27	1.97
quality	950	6.15	1.52	4.46	2.28	5.38	1.65
quarrel	338	2.50	2.06	6.44	2.92	4.00	2.35
quart	951	5.33	2.18	3.17	2.57	4.92	1.82
queen	952	7.10	1.48	4.80	2.46	6.35	2.11
quench	2396	5.80	1.74	3.93	1.67	5.60	1.35
quick	953	6.59	1.65	6.50	1.68	6.50	1.92
quiet	339	5.52	1.95	2.94	2.27	4.16	2.21
quilt	2397	7.20	1.32	4.53	1.77	5.00	1.36
quit	2398	2.27	1.16	5.07	2.49	3.80	2.51
rabbit	527	6.73	2.07	4.38	2.35	6.12	1.75
rabies	340	1.86	1.01	6.10	2.55	3.79	2.39
race	2399	6.00	2	5.43	2.77	4.86	1.83
rack	2400	5.92	1.89	4.62	2.84	5.38	2.02
radar	2401	4.31	2.29	6.38	2.1	4.00	1.53
radiant	954	7.04	2.24	5.67	2.85	5.38	2.24
radiator	955	4.82	0.66	3.64	1.76	4.86	0.83
radio	341	6.77	1.42	4.46	2.79	5.15	1.78
raft	2402	5.54	0.97	5.00	1.41	5.08	1.08
rag	2403	3.69	1.75	4.31	2.32	4.77	2.01
rage	342	2.35	1.64	8.09	1.5	4.96	3.21
rain	569	4.81	2.4	3.62	2.37	4.38	1.39
rainbow	343	8.25	1.12	4.45	3.09	4.60	2.52
raise	2404	7.27	1.39	5.67	2.16	6.00	1.56
rally	2405	5.87	1.96	6.67	1.54	5.20	2.01
ramble	2406	4.47	1.88	4.87	2.61	4.93	1.62
rancid	956	4.24	2.26	4.81	2.32	4.04	1.84
randy	2407	5.80	1.42	4.67	2.19	5.80	2.01
rape	344	1.08	0.27	7.38	2.89	2.85	3.15
rash	2408	1.69	1.18	5.85	2.27	3.00	2.16
rat	345	2.82	1.7	5.14	2.48	4.11	1.97
rattle	346	4.85	0.97	4.35	2.38	4.31	1.59
raw	2409	3.46	1.76	5.58	2.54	5.25	1.91
razor	957	4.68	2.29	4.96	2.35	4.64	1.78
react	2410	5.73	1.03	6.27	1.53	5.47	1.81
ready	2411	6.20	1.42	5.67	2.32	6.73	1.94
realize	2412	6.62	1.56	5.67	1.83	5.67	2.02
reap	2413	5.58	1.51	5.17	1.53	5.58	1.38
rebuff	2414	4.25	1.73	4.62	2.42	4.38	1.89
recede	2415	4.00	1.1	4.18	1.08	4.27	1.01
recipe	2416	7.07	1.39	5.60	1.5	6.47	1.46
red	570	6.46	1.84	5.62	1.94	6.19	1.7
redeem	2417	7.88	1.02	5.44	2.5	6.56	1.79
reef	2418	7.47	1.6	6.07	2.25	5.40	1.5
refine	2419	5.80	1.21	3.93	1.69	6.08	1.93
reflection	2420	6.14	1.96	4.00	2	6.54	1.61
refreshment	347	7.28	1.33	4.68	2.78	5.00	1.83
refrigerator	2421	6.60	1.35	4.73	1.75	6.40	1.35
refugee	2422	3.27	1.35	5.36	2.34	3.45	2.07
refute	2423	4.93	1.28	5.40	2.13	5.00	1.25
regime	2424	4.81	1.28	4.44	2.1	4.44	2.34
regret	2425	2.07	1.71	6.07	2.37	3.43	1.99
regretful	348	2.25	1.55	5.75	2.3	3.19	2.52
reign	2426	5.58	1.68	4.25	2.14	6.75	2.14
rejected	349	1.38	0.83	6.26	2.67	2.45	2.47
rejection	2427	1.73	1.44	5.40	2.59	2.00	1.31
relate	2428	6.50	1.57	4.58	2.71	5.67	1.61
relax	2429	7.75	1.91	2.62	2.13	6.75	2.44
relaxed	350	7.39	1.59	1.87	1.71	5.52	2.19
relent	2430	4.00	1.65	5.17	1.85	5.17	1.85
relic	2431	5.91	1.3	5.91	1.38	5.45	0.82
relief	2432	6.47	2.2	4.00	2.15	5.79	1.97
religion	2433	5.17	2.92	6.45	1.37	5.91	1.97
rely	2434	5.88	0.96	4.69	1.89	4.50	1.93
remorse	2435	2.73	1.79	5.67	2.35	3.07	1.75
remove	2436	3.87	1.96	4.60	2.13	4.87	2.23
render	2437	4.45	1.29	3.91	2.02	4.73	1.49
rent	2438	4.18	1.25	5.27	1.27	4.36	1.29
repent	2439	5.40	2.41	5.47	2.9	4.73	2.74
repentant	351	5.86	2.12	5.05	2.1	5.68	1.86
report	2440	4.15	1.57	4.15	2.58	5.38	2.36
reptile	958	4.27	1.99	5.23	2.3	4.38	1.72
repulsed	2441	2.57	1.74	5.86	2.41	4.29	1.82
rescue	352	7.50	1.4	5.95	2.78	6.20	2.19
resent	959	3.64	2.28	4.90	1.81	5.10	2.17
reserved	353	4.87	1.89	3.38	1.95	3.94	1.71
resign	2442	4.38	1.26	4.50	2.16	4.81	1.68
resist	2443	4.88	1.59	5.44	1.79	5.12	1.54
respect	354	7.95	1.05	5.25	2.51	7.40	1.73
respectful	355	7.34	1.01	5.00	2.57	5.89	2.41
response	2444	5.92	1.56	5.58	1.62	4.75	1.42
restaurant	960	6.90	1.62	4.65	2.56	5.15	1.42
retain	2445	5.31	1.75	5.00	2.09	5.58	2.27
retard	2446	1.85	1.21	5.54	2.47	3.15	2.3
retire	2447	6.15	2.64	5.38	2.47	5.54	2.3
retreat	2448	4.73	1.79	4.40	2.16	4.60	1.92
reunion	961	6.50	2.84	6.58	2.38	5.50	1.82
reveal	2449	6.31	2.18	6.69	2.14	4.69	1.6
revere	2450	6.13	1.96	4.47	1.92	4.67	1.91
reverent	356	5.20	1.32	3.80	1.51	4.50	1.7
revert	2451	4.06	1.24	4.88	1.82	3.56	1.71
revise	2452	4.13	1.77	5.07	1.49	5.27	2.31
revive	2453	6.82	1.25	5.45	2.66	6.18	1.54
revolt	357	4.24	1.81	6.41	2.41	6.00	1.85
revolver	962	2.48	1.78	5.82	2.7	3.10	2.26
reward	358	7.78	1.73	5.23	2.79	6.13	2.16
rhythm	2454	7.31	1.14	6.25	2.08	6.38	1.82
rich	2455	7.87	1.36	6.13	2.61	6.53	1.68
riches	359	7.85	2.15	5.96	2.82	6.88	2.6
riddle	2456	5.71	1.49	4.93	1.86	5.07	2.13
ridicule	360	2.62	2.25	6.54	2.69	3.73	2.89
rifle	603	2.62	1.96	6.23	2.18	2.96	2.14
right	2457	7.00	1.78	5.00	2.12	6.77	1.83
rigid	963	3.25	1.78	4.58	2.28	4.42	1.91
rigor	2458	5.23	1.64	5.62	2.9	5.69	2.21
ring	2459	6.94	1.77	6.19	2.07	4.19	1.6
rink	2460	5.57	1.87	3.64	2.24	5.43	1.55
riot	361	2.50	2.04	6.58	2.79	4.35	2.78
risk	2461	4.29	1.77	6.50	2.44	3.79	2.26
river	362	6.93	1.73	4.69	2.54	5.34	2.02
roach	363	1.95	1.59	7.50	2.24	4.50	3
road	2462	5.60	1.5	5.40	1.55	5.00	1.96
roast	2463	5.80	1.66	4.53	2	5.80	1.32
rob	2464	2.33	1.63	6.67	2.94	2.67	1.59
robber	964	2.18	1.68	5.81	2.8	3.00	2.3
robbery	2465	2.20	1.61	7.27	1.71	1.80	1.66
robot	2466	5.00	0.82	4.69	1.89	4.69	1.8
rock	965	5.32	1.17	4.81	2.27	5.05	1.99
